player,nationality,position,age,club,league,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
Lucas Cunha,BRA,DF,26,Red Bull Bragantino,Brazilian League,0.8,92.0,6.0,19.0,73.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,70.0,407.0,267.0,0.0,0.0,0.0,1.0,0.0,79.0,0.0
Nathan Camargo,BRA,MF,17,Red Bull Bragantino,Brazilian League,0.1,6.0,0.0,3.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Bruno Praxedes,BRA,MF,20,Red Bull Bragantino,Brazilian League,0.1,6.0,0.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,29.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0
Fábio,BRA,GK,42,Fluminense,Brazilian League,35.0,1134.0,1022.0,1133.0,1.0,0.0,0.0,1134.0,0.0,0.0,0.0,0.0,0.0,591.0,2058.0,1066.0,0.0,0.0,0.0,3.0,0.0,504.0,0.0
André,BRA,"MF,DF",21,Fluminense,Brazilian League,29.4,2745.0,268.0,946.0,1589.0,231.0,3.0,2745.0,62.0,38.0,61.3,16.0,25.8,1966.0,9737.0,5852.0,58.0,54.0,1.0,34.0,15.0,2179.0,14.0
Germán Cano,ARG,FW,34,Fluminense,Brazilian League,27.4,691.0,23.0,110.0,296.0,295.0,90.0,690.0,23.0,11.0,47.8,12.0,52.2,406.0,1627.0,582.0,18.0,14.0,11.0,28.0,12.0,465.0,87.0
Lima,BRA,"MF,FW",26,Fluminense,Brazilian League,28.1,1861.0,79.0,414.0,834.0,641.0,45.0,1861.0,83.0,50.0,60.2,25.0,30.1,1226.0,6227.0,3459.0,78.0,62.0,14.0,50.0,44.0,1403.0,146.0
Jhon Arias,COL,"FW,MF",25,Fluminense,Brazilian League,26.5,1915.0,41.0,288.0,694.0,963.0,105.0,1913.0,154.0,80.0,51.9,50.0,32.5,1309.0,8068.0,4364.0,142.0,87.0,27.0,54.0,60.0,1423.0,300.0
Nino,BRA,DF,25,Fluminense,Brazilian League,23.9,1909.0,228.0,880.0,955.0,84.0,27.0,1909.0,19.0,13.0,68.4,3.0,15.8,1363.0,7902.0,5714.0,42.0,14.0,1.0,9.0,3.0,1472.0,5.0
Samuel Xavier,BRA,DF,32,Fluminense,Brazilian League,23.4,1571.0,61.0,481.0,704.0,402.0,29.0,1571.0,25.0,11.0,44.0,10.0,40.0,884.0,4361.0,2227.0,42.0,27.0,5.0,16.0,15.0,996.0,62.0
Ganso,BRA,MF,33,Fluminense,Brazilian League,19.3,1494.0,26.0,273.0,763.0,464.0,27.0,1494.0,18.0,12.0,66.7,3.0,16.7,1002.0,3132.0,1455.0,17.0,27.0,3.0,14.0,11.0,1221.0,75.0
Martinelli,BRA,"MF,DF",21,Fluminense,Brazilian League,20.9,1726.0,142.0,507.0,939.0,288.0,24.0,1726.0,32.0,17.0,53.1,12.0,37.5,1169.0,5958.0,3644.0,38.0,44.0,4.0,30.0,20.0,1364.0,28.0
Keno,BRA,"FW,MF",33,Fluminense,Brazilian League,17.9,897.0,30.0,131.0,249.0,527.0,61.0,896.0,101.0,55.0,54.5,37.0,36.6,597.0,3852.0,2209.0,84.0,37.0,34.0,42.0,17.0,672.0,219.0
Marcelo,BRA,DF,34,Fluminense,Brazilian League,14.7,1277.0,32.0,272.0,601.0,412.0,29.0,1277.0,38.0,16.0,42.1,18.0,47.4,808.0,3441.0,2037.0,44.0,36.0,6.0,19.0,9.0,896.0,50.0
Felipe Melo,BRA,DF,39,Fluminense,Brazilian League,11.0,942.0,131.0,442.0,479.0,26.0,8.0,942.0,7.0,4.0,57.1,2.0,28.6,679.0,3423.0,2079.0,15.0,5.0,0.0,4.0,1.0,722.0,0.0
Guga,BRA,DF,24,Fluminense,Brazilian League,16.8,1143.0,67.0,348.0,492.0,311.0,27.0,1143.0,11.0,4.0,36.4,5.0,45.5,670.0,2856.0,1529.0,31.0,21.0,3.0,20.0,17.0,740.0,93.0
John Kennedy,BRA,"FW,MF",20,Fluminense,Brazilian League,15.2,555.0,17.0,62.0,201.0,301.0,87.0,555.0,95.0,41.0,43.2,47.0,49.5,356.0,1909.0,886.0,32.0,15.0,20.0,64.0,29.0,431.0,117.0
Alexsander,BRA,"MF,DF",19,Fluminense,Brazilian League,13.3,910.0,20.0,194.0,458.0,268.0,17.0,910.0,51.0,27.0,52.9,19.0,37.3,571.0,2898.0,1607.0,38.0,29.0,4.0,27.0,26.0,645.0,53.0
Marlon,BRA,DF,27,Fluminense,Brazilian League,10.4,885.0,125.0,444.0,392.0,53.0,7.0,885.0,9.0,5.0,55.6,4.0,44.4,609.0,3054.0,1855.0,13.0,11.0,0.0,5.0,0.0,698.0,5.0
Diogo Barbosa,BRA,DF,30,Fluminense,Brazilian League,12.4,818.0,43.0,216.0,369.0,241.0,10.0,818.0,27.0,14.0,51.9,11.0,40.7,485.0,2424.0,1251.0,35.0,27.0,3.0,12.0,6.0,538.0,68.0
David Braz,BRA,DF,35,Fluminense,Brazilian League,9.6,753.0,121.0,393.0,311.0,53.0,8.0,753.0,10.0,10.0,100.0,0.0,0.0,450.0,2531.0,1579.0,16.0,13.0,0.0,6.0,4.0,523.0,2.0
Thiago dos Santos,BRA,"DF,MF",33,Fluminense,Brazilian League,9.1,732.0,137.0,373.0,326.0,38.0,3.0,732.0,13.0,8.0,61.5,4.0,30.8,453.0,2797.0,1601.0,10.0,16.0,0.0,5.0,3.0,512.0,3.0
Lelê,BRA,"FW,MF",25,Fluminense,Brazilian League,12.7,384.0,12.0,61.0,148.0,183.0,74.0,384.0,33.0,12.0,36.4,20.0,60.6,203.0,1322.0,588.0,22.0,11.0,13.0,37.0,19.0,249.0,72.0
Leonardo Fernández,URU,"MF,FW",24,Fluminense,Brazilian League,7.3,552.0,6.0,73.0,223.0,264.0,10.0,551.0,41.0,19.0,46.3,18.0,43.9,346.0,1952.0,916.0,25.0,19.0,6.0,19.0,19.0,415.0,69.0
Danielzinho,BRA,MF,27,Fluminense,Brazilian League,6.8,536.0,15.0,99.0,317.0,122.0,8.0,536.0,8.0,4.0,50.0,4.0,50.0,367.0,1924.0,1129.0,19.0,10.0,3.0,4.0,11.0,416.0,21.0
Yony González,COL,"FW,MF",28,Fluminense,Brazilian League,6.4,194.0,13.0,40.0,50.0,105.0,43.0,194.0,7.0,4.0,57.1,3.0,42.9,89.0,328.0,99.0,3.0,0.0,2.0,10.0,3.0,122.0,47.0
Gabriel Pirani,BRA,"MF,FW",20,Fluminense,Brazilian League,4.4,234.0,3.0,66.0,91.0,85.0,16.0,234.0,27.0,12.0,44.4,14.0,51.9,151.0,934.0,475.0,13.0,8.0,5.0,10.0,5.0,181.0,25.0
Manoel,BRA,DF,32,Fluminense,Brazilian League,3.2,238.0,39.0,124.0,110.0,4.0,1.0,238.0,3.0,2.0,66.7,0.0,0.0,161.0,729.0,435.0,0.0,1.0,0.0,1.0,1.0,182.0,0.0
Pedro Rangel,BRA,GK,22,Fluminense,Brazilian League,2.0,60.0,55.0,60.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,26.0,83.0,36.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0
Felipe Vieira,BRA,DF,22,Fluminense,Brazilian League,2.3,129.0,14.0,49.0,53.0,27.0,3.0,129.0,2.0,1.0,50.0,1.0,50.0,59.0,243.0,117.0,3.0,1.0,0.0,1.0,0.0,77.0,3.0
Vitor Mendes,BRA,DF,23,Fluminense,Brazilian League,1.2,79.0,22.0,56.0,22.0,1.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,31.0,109.0,62.0,0.0,0.0,0.0,2.0,0.0,45.0,0.0
Giovanni,BRA,"MF,DF",21,Fluminense,Brazilian League,1.1,101.0,4.0,26.0,43.0,32.0,1.0,101.0,4.0,1.0,25.0,1.0,25.0,70.0,395.0,177.0,3.0,7.0,0.0,3.0,0.0,81.0,7.0
Vitor Eudes,BRA,GK,24,Fluminense,Brazilian League,1.0,25.0,22.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,18.0,64.0,30.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
Justen,BRA,DF,19,Fluminense,Brazilian League,0.6,34.0,5.0,13.0,18.0,4.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,19.0,42.0,17.0,0.0,0.0,0.0,1.0,0.0,24.0,3.0
Alan Carvalho,CHN,MF,33,Fluminense,Brazilian League,0.5,21.0,1.0,2.0,14.0,6.0,3.0,21.0,1.0,1.0,100.0,0.0,0.0,12.0,87.0,25.0,0.0,0.0,0.0,3.0,1.0,15.0,1.0
Isaac,BRA,"MF,DF",18,Fluminense,Brazilian League,1.5,122.0,0.0,26.0,36.0,63.0,9.0,122.0,22.0,11.0,50.0,9.0,40.9,73.0,470.0,217.0,6.0,4.0,3.0,9.0,4.0,78.0,24.0
João Neto,BRA,"MF,DF",19,Fluminense,Brazilian League,0.6,27.0,0.0,2.0,7.0,18.0,1.0,27.0,1.0,1.0,100.0,0.0,0.0,17.0,87.0,30.0,0.0,1.0,0.0,2.0,2.0,22.0,12.0
Arthur,BRA,"DF,FW",18,Fluminense,Brazilian League,0.2,24.0,1.0,6.0,9.0,9.0,1.0,24.0,1.0,0.0,0.0,1.0,100.0,15.0,49.0,16.0,0.0,2.0,0.0,1.0,0.0,17.0,2.0
Alexandre Jesus,BRA,DF,21,Fluminense,Brazilian League,0.1,13.0,2.0,6.0,4.0,3.0,0.0,13.0,2.0,2.0,100.0,0.0,0.0,6.0,32.0,16.0,0.0,0.0,0.0,2.0,0.0,7.0,2.0
Rafael Monteiro,BRA,MF,18,Fluminense,Brazilian League,0.0,5.0,0.0,1.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,26.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0
Bento,BRA,GK,23,Ath Paranaense,Brazilian League,33.0,952.0,861.0,951.0,1.0,0.0,0.0,952.0,0.0,0.0,0.0,0.0,0.0,443.0,2440.0,1530.0,0.0,0.0,0.0,0.0,0.0,316.0,0.0
Thiago Heleno,BRA,DF,34,Ath Paranaense,Brazilian League,30.9,1835.0,303.0,1011.0,787.0,52.0,40.0,1835.0,3.0,0.0,0.0,1.0,33.3,986.0,3717.0,1620.0,2.0,1.0,0.0,9.0,0.0,1156.0,2.0
Erick,BRA,MF,25,Ath Paranaense,Brazilian League,27.8,1444.0,55.0,303.0,943.0,219.0,78.0,1444.0,46.0,30.0,65.2,15.0,32.6,807.0,3609.0,1830.0,27.0,23.0,4.0,46.0,14.0,972.0,37.0
Vitor Bueno,BRA,"MF,FW",28,Ath Paranaense,Brazilian League,23.1,1260.0,5.0,86.0,597.0,591.0,53.0,1257.0,55.0,34.0,61.8,19.0,34.5,776.0,5006.0,2220.0,74.0,57.0,12.0,46.0,38.0,903.0,114.0
Fernandinho,BRA,MF,37,Ath Paranaense,Brazilian League,21.5,1387.0,52.0,273.0,936.0,196.0,16.0,1386.0,35.0,19.0,54.3,12.0,34.3,854.0,4210.0,2130.0,35.0,39.0,4.0,19.0,19.0,988.0,52.0
Agustín Canobbio,URU,"FW,MF",24,Ath Paranaense,Brazilian League,23.5,1211.0,25.0,155.0,479.0,594.0,98.0,1211.0,91.0,46.0,50.5,37.0,40.7,736.0,4917.0,2377.0,81.0,47.0,31.0,60.0,40.0,781.0,223.0
Tomás Cuello,ARG,"MF,FW",22,Ath Paranaense,Brazilian League,22.8,1270.0,38.0,215.0,572.0,501.0,50.0,1270.0,60.0,35.0,58.3,21.0,35.0,649.0,4349.0,2220.0,81.0,49.0,20.0,46.0,18.0,732.0,173.0
Vitor Roque,BRA,FW,17,Ath Paranaense,Brazilian League,19.0,494.0,3.0,25.0,201.0,278.0,95.0,494.0,83.0,33.0,39.8,39.0,47.0,324.0,2074.0,912.0,40.0,27.0,24.0,41.0,33.0,340.0,111.0
Cacá,BRA,DF,23,Ath Paranaense,Brazilian League,18.8,950.0,137.0,479.0,435.0,46.0,18.0,950.0,7.0,3.0,42.9,3.0,42.9,528.0,2827.0,1434.0,12.0,11.0,0.0,14.0,7.0,555.0,8.0
Lucas Esquivel,ARG,DF,21,Ath Paranaense,Brazilian League,18.3,1271.0,55.0,434.0,569.0,278.0,8.0,1271.0,30.0,9.0,30.0,17.0,56.7,589.0,2913.0,1545.0,28.0,21.0,1.0,15.0,15.0,663.0,47.0
Hugo Moura,BRA,MF,25,Ath Paranaense,Brazilian League,14.7,785.0,28.0,191.0,529.0,70.0,5.0,785.0,14.0,4.0,28.6,9.0,64.3,386.0,1707.0,768.0,11.0,7.0,0.0,6.0,4.0,471.0,10.0
Pablo,BRA,FW,30,Ath Paranaense,Brazilian League,15.5,626.0,22.0,74.0,323.0,237.0,50.0,626.0,22.0,7.0,31.8,14.0,63.6,362.0,1486.0,596.0,15.0,12.0,5.0,34.0,15.0,433.0,60.0
Christian,BRA,"MF,FW",22,Ath Paranaense,Brazilian League,15.1,760.0,11.0,111.0,405.0,248.0,30.0,760.0,41.0,24.0,58.5,12.0,29.3,446.0,2105.0,983.0,23.0,19.0,3.0,25.0,8.0,550.0,71.0
Mádson,BRA,"DF,MF",31,Ath Paranaense,Brazilian League,14.8,631.0,38.0,175.0,278.0,184.0,46.0,631.0,9.0,4.0,44.4,3.0,33.3,211.0,819.0,365.0,8.0,4.0,4.0,5.0,1.0,297.0,69.0
Bruno Zapelli,ARG,"MF,FW",20,Ath Paranaense,Brazilian League,12.7,754.0,4.0,72.0,386.0,301.0,34.0,754.0,52.0,24.0,46.2,25.0,48.1,427.0,2350.0,1183.0,35.0,27.0,5.0,26.0,29.0,527.0,71.0
Khellven,BRA,DF,21,Ath Paranaense,Brazilian League,11.1,591.0,38.0,183.0,223.0,188.0,13.0,591.0,13.0,8.0,61.5,5.0,38.5,280.0,1464.0,826.0,18.0,17.0,3.0,16.0,4.0,310.0,51.0
