player,nationality,position,age,club,league,minutes_90s,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors
Rodrigo Caio,BRA,"MF,DF",29.0,Flamengo,Brazilian League,0.7,3.0,2,2.0,1.0,0.0,2.0,2.0,100.0,0.0,1.0,1.0,0.0,0,3.0,0.0,0.0
Pedrinho,BRA,FW,19.0,Flamengo,Brazilian League,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0
Matheus Gonçalves,BRA,"FW,MF",17.0,Flamengo,Brazilian League,0.2,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0,0.0,0.0,0.0
André Inácio,BRA,FW,20.0,Flamengo,Brazilian League,0.2,2.0,2,2.0,0.0,0.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,0,2.0,1.0,0.0
Lucas Perri,BRA,GK,25.0,Botafogo (RJ),Brazilian League,37.5,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,19.0,3.0
Víctor Cuesta,ARG,DF,34.0,Botafogo (RJ),Brazilian League,35.0,46.0,31,22.0,19.0,5.0,22.0,36.0,61.1,14.0,37.0,26.0,11.0,58,104.0,123.0,1.0
Adryelson,BRA,DF,24.0,Botafogo (RJ),Brazilian League,33.3,34.0,20,23.0,10.0,1.0,17.0,26.0,65.4,9.0,43.0,30.0,13.0,61,95.0,202.0,2.0
Marlon Freitas,BRA,MF,27.0,Botafogo (RJ),Brazilian League,32.3,41.0,30,22.0,18.0,1.0,20.0,49.0,40.8,29.0,42.0,12.0,30.0,40,81.0,60.0,0.0
Carlos Eduardo,BRA,MF,33.0,Botafogo (RJ),Brazilian League,29.7,18.0,11,4.0,13.0,1.0,9.0,28.0,32.1,19.0,12.0,0.0,12.0,13,31.0,19.0,0.0
Tchê Tchê,BRA,"MF,DF",30.0,Botafogo (RJ),Brazilian League,29.5,32.0,19,14.0,15.0,3.0,12.0,33.0,36.4,21.0,16.0,3.0,13.0,13,45.0,25.0,0.0
Tiquinho Soares,BRA,FW,32.0,Botafogo (RJ),Brazilian League,27.1,18.0,10,3.0,8.0,7.0,9.0,19.0,47.4,10.0,15.0,3.0,12.0,3,21.0,29.0,0.0
Júnior Santos,BRA,FW,28.0,Botafogo (RJ),Brazilian League,24.0,37.0,24,16.0,13.0,8.0,18.0,33.0,54.5,15.0,33.0,5.0,28.0,12,49.0,21.0,1.0
João Victor Santos Sá,BRA,FW,28.0,Botafogo (RJ),Brazilian League,23.6,62.0,37,19.0,33.0,10.0,30.0,66.0,45.5,36.0,28.0,6.0,22.0,30,92.0,17.0,0.0
Leonel Di Plácido,ARG,DF,29.0,Botafogo (RJ),Brazilian League,26.2,79.0,51,46.0,28.0,5.0,54.0,119.0,45.4,65.0,41.0,7.0,34.0,48,127.0,56.0,0.0
Fernando Marçal,BRA,DF,33.0,Botafogo (RJ),Brazilian League,18.1,37.0,16,17.0,16.0,4.0,16.0,34.0,47.1,18.0,17.0,3.0,14.0,38,75.0,48.0,0.0
Hugo,BRA,DF,21.0,Botafogo (RJ),Brazilian League,15.5,56.0,31,33.0,18.0,5.0,27.0,51.0,52.9,24.0,11.0,1.0,10.0,24,80.0,37.0,0.0
Luis Henrique,BRA,"FW,MF",21.0,Botafogo (RJ),Brazilian League,15.3,5.0,3,2.0,2.0,1.0,2.0,8.0,25.0,6.0,17.0,0.0,17.0,4,9.0,9.0,0.0
Danilo Barbosa,BRA,"MF,DF",26.0,Botafogo (RJ),Brazilian League,11.2,18.0,9,10.0,5.0,3.0,5.0,12.0,41.7,7.0,16.0,7.0,9.0,16,34.0,37.0,0.0
Gabriel,BRA,MF,29.0,Botafogo (RJ),Brazilian League,9.6,33.0,20,14.0,19.0,0.0,16.0,37.0,43.2,21.0,9.0,1.0,8.0,16,49.0,12.0,0.0
Rafael,BRA,DF,32.0,Botafogo (RJ),Brazilian League,5.4,25.0,12,11.0,12.0,2.0,15.0,28.0,53.6,13.0,9.0,2.0,7.0,4,29.0,18.0,0.0
Lucas Fernandes,BRA,MF,25.0,Botafogo (RJ),Brazilian League,5.3,1.0,1,1.0,0.0,0.0,1.0,5.0,20.0,4.0,5.0,2.0,3.0,3,4.0,8.0,0.0
Philipe Sampaio,BRA,DF,28.0,Botafogo (RJ),Brazilian League,5.5,10.0,7,7.0,3.0,0.0,5.0,7.0,71.4,2.0,3.0,2.0,1.0,6,16.0,33.0,0.0
Gustavo Sauer,BRA,"FW,MF",29.0,Botafogo (RJ),Brazilian League,2.9,6.0,4,2.0,1.0,3.0,4.0,11.0,36.4,7.0,2.0,1.0,1.0,3,9.0,1.0,0.0
Diego Costa,ESP,FW,34.0,Botafogo (RJ),Brazilian League,5.7,7.0,5,2.0,3.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,3,10.0,4.0,0.0
Matias Segovia,PAR,FW,20.0,Botafogo (RJ),Brazilian League,7.2,22.0,18,11.0,11.0,0.0,16.0,33.0,48.5,17.0,4.0,1.0,3.0,8,30.0,7.0,0.0
Janderson,BRA,"FW,MF",23.0,Botafogo (RJ),Brazilian League,4.6,8.0,5,2.0,3.0,3.0,2.0,5.0,40.0,3.0,3.0,0.0,3.0,2,10.0,3.0,0.0
JP Galvão,BRA,DF,21.0,Botafogo (RJ),Brazilian League,2.2,8.0,5,5.0,3.0,0.0,6.0,11.0,54.5,5.0,3.0,1.0,2.0,3,11.0,9.0,0.0
Bastos,ANG,DF,31.0,Botafogo (RJ),Brazilian League,1.3,4.0,2,1.0,2.0,1.0,2.0,3.0,66.7,1.0,4.0,1.0,3.0,0,4.0,4.0,0.0
Carlos Alberto,BRA,"FW,MF",20.0,Botafogo (RJ),Brazilian League,3.3,3.0,0,1.0,1.0,1.0,2.0,5.0,40.0,3.0,5.0,2.0,3.0,1,4.0,4.0,0.0
Matheus Nascimento,BRA,"FW,MF",18.0,Botafogo (RJ),Brazilian League,1.1,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,1.0,0.0,0.0
Luis Segovia,ECU,DF,25.0,Botafogo (RJ),Brazilian League,1.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,0.0
Daniel Borges,BRA,DF,29.0,Botafogo (RJ),Brazilian League,0.5,3.0,2,3.0,0.0,0.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,1,4.0,3.0,0.0
Gatito Fernández,PAR,GK,34.0,Botafogo (RJ),Brazilian League,0.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
Diego Hernández,URU,FW,22.0,Botafogo (RJ),Brazilian League,0.5,2.0,1,0.0,1.0,1.0,1.0,6.0,16.7,5.0,0.0,0.0,0.0,0,2.0,0.0,0.0
Kayque,BRA,MF,22.0,Botafogo (RJ),Brazilian League,0.3,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0
Mateo Ponte,URU,DF,19.0,Botafogo (RJ),Brazilian League,0.2,1.0,0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0
Lucas Piazon,BRA,FW,29.0,Botafogo (RJ),Brazilian League,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Breno,BRA,MF,22.0,Botafogo (RJ),Brazilian League,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0
Newton,BRA,MF,22.0,Botafogo (RJ),Brazilian League,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Rai,BRA,MF,20.0,Botafogo (RJ),Brazilian League,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Cleiton Schwengber,BRA,GK,25.0,Red Bull Bragantino,Brazilian League,33.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,2.0,19.0,2.0
Juninho Capixaba,BRA,DF,25.0,Red Bull Bragantino,Brazilian League,31.9,69.0,54,25.0,28.0,16.0,35.0,88.0,39.8,53.0,45.0,12.0,33.0,79,148.0,85.0,3.0
Lucas Evangelista,BRA,MF,27.0,Red Bull Bragantino,Brazilian League,30.2,51.0,28,20.0,22.0,9.0,15.0,46.0,32.6,31.0,31.0,6.0,25.0,26,77.0,20.0,0.0
Matheus Fernandes,BRA,MF,24.0,Red Bull Bragantino,Brazilian League,26.0,106.0,63,40.0,52.0,14.0,45.0,93.0,48.4,48.0,36.0,10.0,26.0,32,138.0,23.0,1.0
Eduardo Sasha,BRA,"FW,MF",30.0,Red Bull Bragantino,Brazilian League,24.8,15.0,5,1.0,11.0,3.0,4.0,12.0,33.3,8.0,8.0,2.0,6.0,10,25.0,15.0,0.0
Vitinho,BRA,"FW,MF",23.0,Red Bull Bragantino,Brazilian League,22.8,35.0,21,12.0,18.0,5.0,10.0,43.0,23.3,33.0,28.0,1.0,27.0,11,46.0,10.0,0.0
Jadsom,BRA,MF,21.0,Red Bull Bragantino,Brazilian League,21.1,41.0,21,11.0,24.0,6.0,19.0,43.0,44.2,24.0,37.0,7.0,30.0,27,68.0,25.0,0.0
Helinho,BRA,FW,22.0,Red Bull Bragantino,Brazilian League,15.4,24.0,16,8.0,11.0,5.0,8.0,19.0,42.1,11.0,18.0,0.0,18.0,8,32.0,11.0,0.0
Leonardo Realpe,ECU,DF,21.0,Red Bull Bragantino,Brazilian League,18.7,24.0,10,16.0,7.0,1.0,13.0,25.0,52.0,12.0,10.0,7.0,3.0,25,49.0,69.0,0.0
Leo Ortiz,BRA,DF,27.0,Red Bull Bragantino,Brazilian League,17.8,18.0,11,13.0,5.0,0.0,9.0,15.0,60.0,6.0,21.0,18.0,3.0,30,48.0,75.0,1.0
José Hurtado,ECU,DF,21.0,Red Bull Bragantino,Brazilian League,18.0,36.0,26,16.0,17.0,3.0,25.0,47.0,53.2,22.0,19.0,6.0,13.0,21,57.0,34.0,0.0
Aderlan Silva,BRA,DF,32.0,Red Bull Bragantino,Brazilian League,15.8,54.0,31,30.0,21.0,3.0,31.0,70.0,44.3,39.0,21.0,2.0,19.0,26,80.0,26.0,0.0
Eric Ramires,BRA,MF,22.0,Red Bull Bragantino,Brazilian League,15.3,18.0,10,3.0,12.0,3.0,9.0,35.0,25.7,26.0,27.0,1.0,26.0,12,30.0,7.0,0.0
Luan Patrick,BRA,DF,21.0,Red Bull Bragantino,Brazilian League,12.4,9.0,6,5.0,4.0,0.0,5.0,12.0,41.7,7.0,12.0,10.0,2.0,17,26.0,33.0,1.0
Luan Cândido,BRA,DF,21.0,Red Bull Bragantino,Brazilian League,12.0,19.0,12,12.0,5.0,2.0,7.0,13.0,53.8,6.0,24.0,8.0,16.0,13,32.0,45.0,0.0
Eduardo Santos,BRA,DF,25.0,Red Bull Bragantino,Brazilian League,11.3,15.0,9,10.0,4.0,1.0,10.0,13.0,76.9,3.0,19.0,15.0,4.0,14,29.0,51.0,1.0
Thiago Borbas,URU,FW,20.0,Red Bull Bragantino,Brazilian League,15.9,13.0,9,3.0,7.0,3.0,3.0,15.0,20.0,12.0,14.0,0.0,14.0,2,15.0,8.0,0.0
Henry Mosquera,COL,"FW,MF",21.0,Red Bull Bragantino,Brazilian League,11.8,16.0,11,6.0,7.0,3.0,9.0,15.0,60.0,6.0,13.0,4.0,9.0,1,17.0,3.0,0.0
Natan,BRA,DF,21.0,Red Bull Bragantino,Brazilian League,9.3,6.0,5,5.0,1.0,0.0,4.0,7.0,57.1,3.0,15.0,10.0,5.0,9,15.0,30.0,1.0
Bruninho,BRA,"FW,MF",19.0,Red Bull Bragantino,Brazilian League,7.9,4.0,4,0.0,2.0,2.0,2.0,12.0,16.7,10.0,11.0,0.0,11.0,2,6.0,2.0,0.0
Marcos Vinicios Sorriso,BRA,"FW,DF",21.0,Red Bull Bragantino,Brazilian League,10.4,22.0,15,5.0,11.0,6.0,5.0,13.0,38.5,8.0,18.0,0.0,18.0,8,30.0,6.0,0.0
Lucão,BRA,GK,21.0,Red Bull Bragantino,Brazilian League,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5.0,0.0
Gustavinho,BRA,"MF,FW",18.0,Red Bull Bragantino,Brazilian League,7.4,13.0,5,5.0,1.0,7.0,6.0,23.0,26.1,17.0,8.0,2.0,6.0,7,20.0,5.0,0.0
Matheus Gonçalves,BRA,"FW,MF",17.0,Red Bull Bragantino,Brazilian League,5.1,7.0,3,2.0,1.0,4.0,6.0,11.0,54.5,5.0,6.0,0.0,6.0,0,7.0,2.0,0.0
Alerrandro,BRA,"FW,MF",23.0,Red Bull Bragantino,Brazilian League,4.5,2.0,2,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,0,2.0,6.0,0.0
Lucão,BRA,DF,24.0,Red Bull Bragantino,Brazilian League,2.2,3.0,1,3.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,5,8.0,6.0,0.0
Guilherme,BRA,"DF,MF",20.0,Red Bull Bragantino,Brazilian League,2.9,7.0,4,3.0,2.0,2.0,4.0,4.0,100.0,0.0,4.0,1.0,3.0,3,10.0,11.0,0.0
Ignacio Laquintana,URU,FW,23.0,Red Bull Bragantino,Brazilian League,2.0,4.0,3,0.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1,5.0,0.0,0.0
Talisson,BRA,FW,20.0,Red Bull Bragantino,Brazilian League,1.7,4.0,1,2.0,1.0,1.0,2.0,2.0,100.0,0.0,2.0,1.0,1.0,2,6.0,2.0,0.0
Raul,BRA,"MF,DF",26.0,Red Bull Bragantino,Brazilian League,1.2,3.0,0,2.0,0.0,1.0,2.0,3.0,66.7,1.0,2.0,1.0,1.0,1,4.0,2.0,0.0
Yani Quintero,COL,MF,20.0,Red Bull Bragantino,Brazilian League,1.1,5.0,4,2.0,3.0,0.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,1,6.0,0.0,0.0
Cipriano,BRA,DF,20.0,Red Bull Bragantino,Brazilian League,0.8,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,2,3.0,11.0,0.0
Lucas Cunha,BRA,DF,26.0,Red Bull Bragantino,Brazilian League,0.8,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0
Nathan Camargo,BRA,MF,17.0,Red Bull Bragantino,Brazilian League,0.1,1.0,1,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
Bruno Praxedes,BRA,MF,20.0,Red Bull Bragantino,Brazilian League,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Fábio,BRA,GK,42.0,Fluminense,Brazilian League,35.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,15.0,2.0
André,BRA,"MF,DF",21.0,Fluminense,Brazilian League,29.4,57.0,37,28.0,26.0,3.0,27.0,50.0,54.0,23.0,27.0,14.0,13.0,31,88.0,36.0,2.0
Germán Cano,ARG,FW,34.0,Fluminense,Brazilian League,27.4,14.0,9,1.0,12.0,1.0,7.0,24.0,29.2,17.0,15.0,6.0,9.0,6,20.0,11.0,2.0
Lima,BRA,"MF,FW",26.0,Fluminense,Brazilian League,28.1,38.0,20,9.0,24.0,5.0,16.0,50.0,32.0,34.0,31.0,9.0,22.0,21,59.0,22.0,0.0
Jhon Arias,COL,"FW,MF",25.0,Fluminense,Brazilian League,26.5,54.0,31,25.0,21.0,8.0,25.0,60.0,41.7,35.0,47.0,2.0,45.0,9,63.0,18.0,1.0
Nino,BRA,DF,25.0,Fluminense,Brazilian League,23.9,11.0,6,10.0,1.0,0.0,5.0,8.0,62.5,3.0,18.0,14.0,4.0,22,33.0,96.0,2.0
Samuel Xavier,BRA,DF,32.0,Fluminense,Brazilian League,23.4,29.0,18,12.0,11.0,6.0,20.0,30.0,66.7,10.0,27.0,12.0,15.0,16,45.0,32.0,0.0
Ganso,BRA,MF,33.0,Fluminense,Brazilian League,19.3,22.0,17,9.0,8.0,5.0,11.0,28.0,39.3,17.0,13.0,3.0,10.0,6,28.0,5.0,0.0
Martinelli,BRA,"MF,DF",21.0,Fluminense,Brazilian League,20.9,31.0,24,12.0,12.0,7.0,15.0,26.0,57.7,11.0,35.0,18.0,17.0,13,44.0,27.0,0.0
Keno,BRA,"FW,MF",33.0,Fluminense,Brazilian League,17.9,31.0,15,11.0,14.0,6.0,16.0,31.0,51.6,15.0,11.0,1.0,10.0,10,41.0,18.0,0.0
Marcelo,BRA,DF,34.0,Fluminense,Brazilian League,14.7,26.0,19,7.0,12.0,7.0,15.0,29.0,51.7,14.0,13.0,4.0,9.0,12,38.0,17.0,1.0
Felipe Melo,BRA,DF,39.0,Fluminense,Brazilian League,11.0,12.0,10,4.0,7.0,1.0,5.0,11.0,45.5,6.0,12.0,7.0,5.0,8,20.0,44.0,0.0
Guga,BRA,DF,24.0,Fluminense,Brazilian League,16.8,36.0,21,21.0,13.0,2.0,22.0,40.0,55.0,18.0,16.0,8.0,8.0,14,50.0,38.0,0.0
John Kennedy,BRA,"FW,MF",20.0,Fluminense,Brazilian League,15.2,15.0,9,5.0,7.0,3.0,9.0,19.0,47.4,10.0,12.0,1.0,11.0,3,18.0,10.0,0.0
Alexsander,BRA,"MF,DF",19.0,Fluminense,Brazilian League,13.3,34.0,19,15.0,15.0,4.0,16.0,34.0,47.1,18.0,20.0,3.0,17.0,10,44.0,12.0,0.0
Marlon,BRA,DF,27.0,Fluminense,Brazilian League,10.4,11.0,5,7.0,3.0,1.0,8.0,10.0,80.0,2.0,12.0,9.0,3.0,9,20.0,30.0,0.0
Diogo Barbosa,BRA,DF,30.0,Fluminense,Brazilian League,12.4,16.0,11,7.0,7.0,2.0,8.0,20.0,40.0,12.0,5.0,1.0,4.0,10,26.0,28.0,0.0
David Braz,BRA,DF,35.0,Fluminense,Brazilian League,9.6,11.0,8,5.0,4.0,2.0,6.0,10.0,60.0,4.0,11.0,6.0,5.0,8,19.0,50.0,1.0
Thiago dos Santos,BRA,"DF,MF",33.0,Fluminense,Brazilian League,9.1,17.0,14,12.0,5.0,0.0,10.0,19.0,52.6,9.0,14.0,8.0,6.0,16,33.0,34.0,0.0
Lelê,BRA,"FW,MF",25.0,Fluminense,Brazilian League,12.7,16.0,11,7.0,6.0,3.0,3.0,8.0,37.5,5.0,14.0,1.0,13.0,3,19.0,8.0,0.0
Leonardo Fernández,URU,"MF,FW",24.0,Fluminense,Brazilian League,7.3,11.0,5,3.0,5.0,3.0,4.0,15.0,26.7,11.0,10.0,1.0,9.0,4,15.0,3.0,0.0
Danielzinho,BRA,MF,27.0,Fluminense,Brazilian League,6.8,17.0,9,9.0,6.0,2.0,11.0,17.0,64.7,6.0,9.0,4.0,5.0,9,26.0,6.0,0.0
Yony González,COL,"FW,MF",28.0,Fluminense,Brazilian League,6.4,9.0,5,5.0,2.0,2.0,6.0,7.0,85.7,1.0,8.0,4.0,4.0,2,11.0,12.0,0.0
Gabriel Pirani,BRA,"MF,FW",20.0,Fluminense,Brazilian League,4.4,8.0,5,4.0,1.0,3.0,2.0,6.0,33.3,4.0,6.0,2.0,4.0,2,10.0,5.0,0.0
Manoel,BRA,DF,32.0,Fluminense,Brazilian League,3.2,4.0,3,2.0,2.0,0.0,4.0,5.0,80.0,1.0,5.0,4.0,1.0,2,6.0,14.0,0.0
Pedro Rangel,BRA,GK,22.0,Fluminense,Brazilian League,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
Felipe Vieira,BRA,DF,22.0,Fluminense,Brazilian League,2.3,3.0,1,2.0,1.0,0.0,2.0,2.0,100.0,0.0,2.0,1.0,1.0,4,7.0,7.0,0.0
Vitor Mendes,BRA,DF,23.0,Fluminense,Brazilian League,1.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1,1.0,13.0,0.0
Giovanni,BRA,"MF,DF",21.0,Fluminense,Brazilian League,1.1,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1,1.0,0.0,0.0
Vitor Eudes,BRA,GK,24.0,Fluminense,Brazilian League,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Justen,BRA,DF,19.0,Fluminense,Brazilian League,0.6,2.0,1,2.0,0.0,0.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,2,4.0,4.0,0.0
Alan Carvalho,CHN,MF,33.0,Fluminense,Brazilian League,0.5,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0,0.0,1.0,0.0
Isaac,BRA,"MF,DF",18.0,Fluminense,Brazilian League,1.5,8.0,4,4.0,0.0,4.0,3.0,5.0,60.0,2.0,2.0,0.0,2.0,3,11.0,2.0,0.0
João Neto,BRA,"MF,DF",19.0,Fluminense,Brazilian League,0.6,1.0,1,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0
Arthur,BRA,"DF,FW",18.0,Fluminense,Brazilian League,0.2,2.0,1,1.0,0.0,1.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0
Alexandre Jesus,BRA,DF,21.0,Fluminense,Brazilian League,0.1,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1,1.0,1.0,0.0
Rafael Monteiro,BRA,MF,18.0,Fluminense,Brazilian League,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Bento,BRA,GK,23.0,Ath Paranaense,Brazilian League,33.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1,1.0,18.0,1.0
Thiago Heleno,BRA,DF,34.0,Ath Paranaense,Brazilian League,30.9,41.0,26,28.0,12.0,1.0,27.0,39.0,69.2,12.0,35.0,19.0,16.0,41,82.0,138.0,1.0
Erick,BRA,MF,25.0,Ath Paranaense,Brazilian League,27.8,48.0,27,18.0,26.0,4.0,21.0,44.0,47.7,23.0,33.0,12.0,21.0,42,90.0,32.0,0.0
Vitor Bueno,BRA,"MF,FW",28.0,Ath Paranaense,Brazilian League,23.1,16.0,7,6.0,7.0,3.0,5.0,18.0,27.8,13.0,16.0,2.0,14.0,6,22.0,1.0,0.0
Fernandinho,BRA,MF,37.0,Ath Paranaense,Brazilian League,21.5,26.0,15,10.0,13.0,3.0,16.0,33.0,48.5,17.0,19.0,7.0,12.0,16,42.0,27.0,0.0
Agustín Canobbio,URU,"FW,MF",24.0,Ath Paranaense,Brazilian League,23.5,59.0,39,19.0,24.0,16.0,30.0,65.0,46.2,35.0,48.0,3.0,45.0,8,67.0,18.0,0.0
Tomás Cuello,ARG,"MF,FW",22.0,Ath Paranaense,Brazilian League,22.8,54.0,25,22.0,27.0,5.0,29.0,51.0,56.9,22.0,19.0,2.0,17.0,37,91.0,29.0,1.0
Vitor Roque,BRA,FW,17.0,Ath Paranaense,Brazilian League,19.0,19.0,10,8.0,8.0,3.0,7.0,18.0,38.9,11.0,12.0,2.0,10.0,2,21.0,2.0,0.0
Cacá,BRA,DF,23.0,Ath Paranaense,Brazilian League,18.8,27.0,16,23.0,4.0,0.0,16.0,25.0,64.0,9.0,23.0,15.0,8.0,18,45.0,69.0,1.0
Lucas Esquivel,ARG,DF,21.0,Ath Paranaense,Brazilian League,18.3,34.0,27,15.0,14.0,5.0,13.0,27.0,48.1,14.0,27.0,7.0,20.0,22,56.0,50.0,0.0
Hugo Moura,BRA,MF,25.0,Ath Paranaense,Brazilian League,14.7,41.0,19,21.0,19.0,1.0,14.0,45.0,31.1,31.0,31.0,4.0,27.0,19,60.0,27.0,0.0
Pablo,BRA,FW,30.0,Ath Paranaense,Brazilian League,15.5,18.0,10,4.0,11.0,3.0,7.0,16.0,43.8,9.0,11.0,1.0,10.0,8,26.0,19.0,0.0
Christian,BRA,"MF,FW",22.0,Ath Paranaense,Brazilian League,15.1,23.0,13,5.0,15.0,3.0,8.0,19.0,42.1,11.0,15.0,1.0,14.0,10,33.0,9.0,1.0
Mádson,BRA,"DF,MF",31.0,Ath Paranaense,Brazilian League,14.8,12.0,4,5.0,7.0,0.0,5.0,9.0,55.6,4.0,12.0,5.0,7.0,11,23.0,41.0,0.0
Bruno Zapelli,ARG,"MF,FW",20.0,Ath Paranaense,Brazilian League,12.7,16.0,7,6.0,8.0,2.0,13.0,22.0,59.1,9.0,17.0,1.0,16.0,7,23.0,3.0,0.0
Khellven,BRA,DF,21.0,Ath Paranaense,Brazilian League,11.1,14.0,11,6.0,8.0,0.0,11.0,21.0,52.4,10.0,9.0,5.0,4.0,16,30.0,29.0,0.0
Zé Ivaldo,BRA,DF,25.0,Ath Paranaense,Brazilian League,11.3,17.0,13,13.0,4.0,0.0,10.0,14.0,71.4,4.0,7.0,5.0,2.0,16,33.0,45.0,0.0
Pedro Henrique,BRA,DF,27.0,Ath Paranaense,Brazilian League,9.5,8.0,5,6.0,2.0,0.0,1.0,6.0,16.7,5.0,21.0,14.0,7.0,12,20.0,30.0,0.0
Alex Santana,BRA,MF,27.0,Ath Paranaense,Brazilian League,11.1,15.0,11,5.0,7.0,3.0,9.0,19.0,47.4,10.0,10.0,7.0,3.0,11,26.0,8.0,0.0
Kaique Rocha,BRA,DF,21.0,Ath Paranaense,Brazilian League,7.2,6.0,3,3.0,2.0,1.0,3.0,4.0,75.0,1.0,8.0,3.0,5.0,13,19.0,46.0,0.0
Matheus Felipe,BRA,DF,24.0,Ath Paranaense,Brazilian League,5.9,5.0,3,5.0,0.0,0.0,2.0,6.0,33.3,4.0,10.0,5.0,5.0,6,11.0,22.0,0.0
Willian,BRA,"FW,MF",36.0,Ath Paranaense,Brazilian League,6.4,9.0,7,0.0,7.0,2.0,2.0,8.0,25.0,6.0,3.0,0.0,3.0,1,10.0,0.0,0.0
Fernando,BRA,DF,23.0,Ath Paranaense,Brazilian League,5.3,11.0,9,7.0,3.0,1.0,7.0,9.0,77.8,2.0,1.0,0.0,1.0,8,19.0,10.0,0.0
Arturo Vidal,CHI,MF,35.0,Ath Paranaense,Brazilian League,4.2,11.0,8,3.0,6.0,2.0,2.0,7.0,28.6,5.0,2.0,1.0,1.0,6,17.0,4.0,0.0
Rômulo,BRA,"FW,MF",20.0,Ath Paranaense,Brazilian League,5.7,15.0,8,5.0,8.0,2.0,5.0,16.0,31.3,11.0,5.0,0.0,5.0,5,20.0,8.0,0.0
Leonardo Linck,BRA,GK,21.0,Ath Paranaense,Brazilian League,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0
David Terans,URU,"MF,FW",28.0,Ath Paranaense,Brazilian League,4.4,3.0,1,0.0,2.0,1.0,1.0,5.0,20.0,4.0,4.0,0.0,4.0,1,4.0,0.0,0.0
