player,nationality,position,age,club,league,minutes_90s,Y,R,YR,fouls,fouled,offsides,crosses,interceptions,tklw,pens_won,pens_conceded,OG,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Matías Vecino,URU,MF,32,Lazio,Serie A,12.8,8,0,0,32,7,2,5,12,17,0,0,0,66,34,36,48.6
Luca Pellegrini,ITA,DF,25,Lazio,Serie A,8.7,7,1,1,19,13,0,28,9,13,0,0,0,50,13,7,65.0
Christos Mandas,GRE,GK,22,Lazio,Serie A,8.0,0,0,0,0,1,0,0,1,0,0,0,0,10,2,0,100.0
Pedro,ESP,"FW,MF",36,Lazio,Serie A,9.1,4,0,0,13,19,4,20,3,12,0,0,0,49,2,10,16.7
Pietro Terracciano,ITA,GK,34,Fiorentina,Serie A,33.0,3,0,0,2,2,0,0,0,1,0,2,0,44,1,0,100.0
Nikola Milenković,SRB,DF,26,Fiorentina,Serie A,27.9,4,0,0,30,23,0,0,27,21,0,1,0,108,111,28,79.9
Giacomo Bonaventura,ITA,MF,34,Fiorentina,Serie A,25.3,6,0,0,20,35,1,54,14,13,0,0,0,120,14,17,45.2
Cristiano Biraghi,ITA,DF,31,Fiorentina,Serie A,25.2,8,0,0,43,14,1,221,14,28,0,0,0,95,8,12,40.0
Lucas Martínez Quarta,ARG,DF,28,Fiorentina,Serie A,24.5,8,0,0,36,13,1,5,28,45,0,0,0,133,49,55,47.1
Arthur Melo,BRA,MF,27,Fiorentina,Serie A,22.1,2,0,0,18,47,0,21,18,30,1,0,0,141,7,7,50.0
Alfred Duncan,GHA,MF,31,Fiorentina,Serie A,20.1,2,0,0,26,15,3,64,10,21,0,0,0,114,26,29,47.3
Luca Ranieri,ITA,DF,25,Fiorentina,Serie A,21.9,13,0,0,31,11,0,13,28,9,0,0,0,94,40,36,52.6
Michael Kayode,ITA,DF,19,Fiorentina,Serie A,21.9,2,0,0,14,19,2,66,17,29,0,0,0,100,16,17,48.5
Nicolás González,ARG,FW,26,Fiorentina,Serie A,20.3,1,0,0,21,36,1,39,12,18,0,0,0,77,61,48,56.0
Lucas Beltrán,ARG,"FW,MF",23,Fiorentina,Serie A,18.0,6,0,0,24,26,4,7,2,14,1,0,0,47,22,58,27.5
Jonathan Ikone,FRA,FW,26,Fiorentina,Serie A,18.5,5,0,0,16,15,5,11,2,11,1,0,0,59,15,22,40.5
Rolando Mandragora,ITA,MF,26,Fiorentina,Serie A,17.6,5,0,0,26,24,0,34,9,11,0,0,0,60,31,39,44.3
Fabiano Parisi,ITA,DF,23,Fiorentina,Serie A,16.2,4,0,0,14,38,0,42,17,15,0,3,0,124,24,20,54.5
M'Bala Nzola,ANG,FW,27,Fiorentina,Serie A,17.2,2,0,0,37,7,21,6,0,8,1,0,0,49,53,70,43.1
Riccardo Sottil,ITA,FW,24,Fiorentina,Serie A,12.3,1,0,0,8,34,6,46,2,5,0,0,0,44,7,3,70.0
Christian Kouamé,CIV,FW,26,Fiorentina,Serie A,11.8,0,0,0,17,24,0,20,2,2,0,0,0,65,56,42,57.1
Andrea Belotti,ITA,FW,30,Fiorentina,Serie A,9.5,0,0,0,14,22,5,4,1,3,2,0,0,14,38,39,49.4
Antonín Barák,CZE,"MF,FW",29,Fiorentina,Serie A,8.9,2,0,0,8,7,1,4,2,2,0,0,0,34,13,22,37.1
Josip Brekalo,CRO,FW,25,Fiorentina,Serie A,7.2,0,0,0,13,6,1,24,1,6,0,0,0,26,1,4,20.0
Dodô,BRA,DF,25,Fiorentina,Serie A,5.8,0,0,0,7,8,0,19,5,3,0,0,0,34,4,2,66.7
Maxime Lopez,FRA,MF,26,Fiorentina,Serie A,7.9,1,0,0,8,4,0,15,2,9,0,0,0,42,2,3,40.0
Davide Faraoni,ITA,DF,32,Fiorentina,Serie A,4.3,0,0,0,3,6,0,17,5,4,0,1,0,9,4,7,36.4
Oliver Christensen,DEN,GK,25,Fiorentina,Serie A,4.0,0,0,0,2,1,0,0,0,0,0,2,0,8,0,0,0.0
Gaetano Castrovilli,ITA,"FW,MF",27,Fiorentina,Serie A,3.4,0,0,0,4,5,1,8,2,0,0,0,0,12,3,2,60.0
Gino Infantino,ARG,MF,21,Fiorentina,Serie A,0.9,1,0,0,3,1,0,0,1,1,0,0,0,2,1,5,16.7
Yerry Mina,COL,"DF,MF",29,Fiorentina,Serie A,0.5,1,0,0,3,2,0,0,0,1,0,0,0,6,1,0,100.0
Pietro Comuzzo,ITA,"DF,FW",19,Fiorentina,Serie A,0.5,1,0,0,1,0,0,0,1,1,0,0,0,5,8,3,72.7
Lorenzo Amatucci,ITA,MF,20,Fiorentina,Serie A,0.2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,50.0
Vanja Milinković-Savić,SRB,GK,27,Torino,Serie A,36.0,2,0,0,0,2,0,0,1,0,0,0,0,47,9,2,81.8
Raoul Bellanova,ITA,DF,24,Torino,Serie A,33.8,5,0,0,14,53,2,178,15,26,0,0,0,127,30,32,48.4
Duván Zapata,COL,FW,33,Torino,Serie A,32.0,2,0,0,53,67,22,50,7,7,0,0,0,85,129,115,52.9
Ricardo Rodríguez,SUI,DF,31,Torino,Serie A,30.8,4,0,0,25,9,1,57,24,26,0,0,0,112,41,29,58.6
Nikola Vlašić,CRO,"MF,FW",26,Torino,Serie A,29.0,3,0,0,26,37,9,37,11,16,0,0,0,152,25,37,40.3
Alessandro Buongiorno,ITA,DF,24,Torino,Serie A,28.1,7,0,0,69,39,1,3,69,39,1,1,0,127,78,53,59.5
Samuele Ricci,ITA,MF,22,Torino,Serie A,26.6,8,1,1,37,46,3,54,27,18,1,0,0,125,17,25,40.5
Adrien Tameze,CMR,"DF,MF",30,Torino,Serie A,23.8,6,1,0,19,15,0,15,47,16,0,1,0,140,30,39,43.5
Ivan Ilić,SRB,MF,23,Torino,Serie A,23.3,3,0,0,24,25,1,91,20,8,0,1,0,112,19,19,50.0
Antonio Sanabria,PAR,"FW,MF",28,Torino,Serie A,23.7,2,0,0,25,33,3,6,6,15,0,0,0,68,62,73,45.9
Valentino Lazaro,AUT,"DF,MF",28,Torino,Serie A,22.2,3,0,0,12,10,1,127,8,11,0,0,0,103,14,20,41.2
Karol Linetty,POL,MF,29,Torino,Serie A,20.6,12,0,0,50,18,2,19,23,21,0,0,0,102,18,16,52.9
Mërgim Vojvoda,KVX,DF,29,Torino,Serie A,15.3,3,0,0,12,4,4,64,13,8,0,0,0,65,5,10,33.3
Adam Masina,MAR,DF,30,Torino,Serie A,11.4,0,0,0,18,5,0,4,11,12,0,1,0,49,22,14,61.1
Perr Schuurs,NED,DF,24,Torino,Serie A,8.6,2,0,0,8,1,0,2,9,12,0,1,0,49,15,9,62.5
Koffi Djidji,CIV,DF,31,Torino,Serie A,8.4,2,0,0,11,1,0,2,10,9,0,0,0,37,8,6,57.1
Pietro Pellegri,ITA,FW,23,Torino,Serie A,8.4,3,0,0,16,22,6,5,2,1,0,0,0,22,23,38,37.7
Matteo Lovato,ITA,DF,24,Torino,Serie A,6.0,2,0,0,14,0,0,0,13,7,0,1,0,18,11,9,55.0
Demba Seck,SEN,MF,23,Torino,Serie A,4.7,1,0,0,9,8,0,2,1,3,0,0,0,22,3,10,23.1
Gvidas Gineitis,LTU,MF,20,Torino,Serie A,6.0,2,0,0,9,3,0,22,4,7,0,0,0,37,7,5,58.3
Nemanja Radonjić,SRB,"MF,FW",28,Torino,Serie A,4.2,1,0,0,1,5,4,11,0,1,0,0,0,13,0,5,0.0
David Okereke,NGA,"FW,MF",26,Torino,Serie A,2.8,0,0,0,2,3,2,4,1,1,0,0,0,9,7,9,43.8
Saba Sazonov,GEO,DF,22,Torino,Serie A,4.0,2,0,0,10,1,0,0,3,7,0,1,0,22,10,10,50.0
Luca Gemello,ITA,GK,23,Torino,Serie A,2.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0
Brandon Soppy,FRA,DF,22,Torino,Serie A,2.0,0,0,0,4,6,0,3,0,2,0,0,0,14,0,1,0.0
Yann Karamoh,FRA,"MF,FW",25,Torino,Serie A,1.8,0,0,0,2,3,2,5,0,0,0,0,0,10,2,2,50.0
David Zima,CZE,DF,23,Torino,Serie A,1.0,0,0,0,0,1,0,0,3,1,0,0,0,6,2,5,28.6
Zanos Savva,CYP,"DF,MF",18,Torino,Serie A,0.3,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0.0
Alessandro Dellavalle,ITA,DF,20,Torino,Serie A,0.2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,100.0
Simone Verdi,ITA,FW,31,Torino,Serie A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Stanislav Lobotka,SVK,MF,29,Napoli,Serie A,36.5,4,0,0,33,41,0,3,30,39,0,0,0,236,11,23,32.4
Giovanni Di Lorenzo,ITA,DF,30,Napoli,Serie A,35.9,6,0,0,28,37,5,126,24,36,0,0,0,141,27,39,40.9
Andre-Frank Zambo Anguissa,CMR,MF,28,Napoli,Serie A,31.0,2,0,0,41,38,3,20,28,33,0,0,0,174,46,45,50.5
Khvicha Kvaratskhelia,GEO,FW,23,Napoli,Serie A,30.4,8,0,0,25,80,4,99,13,21,2,0,0,99,11,20,35.5
Alex Meret,ITA,GK,27,Napoli,Serie A,30.8,0,0,0,0,3,0,0,0,0,0,0,0,53,4,1,80.0
Matteo Politano,ITA,FW,30,Napoli,Serie A,26.2,2,1,0,11,38,2,135,15,8,1,0,0,91,3,12,20.0
Amir Rrahmani,KVX,DF,30,Napoli,Serie A,28.9,5,0,0,19,7,2,4,20,27,0,1,0,140,79,46,63.2
Juan Jesus,BRA,DF,32,Napoli,Serie A,23.5,7,0,0,28,9,0,0,23,19,0,1,0,112,47,47,50.0
Piotr Zieliński,POL,MF,30,Napoli,Serie A,21.4,1,0,0,15,18,0,89,9,15,0,0,0,87,6,11,35.3
Victor Osimhen,NGA,FW,25,Napoli,Serie A,22.0,6,1,1,31,31,35,14,2,5,3,0,0,40,37,47,44.0
Leo Skiri Østigård,NOR,DF,24,Napoli,Serie A,18.1,3,0,0,12,12,1,2,16,12,0,0,0,78,58,25,69.9
Mathías Olivera,URU,DF,26,Napoli,Serie A,17.4,3,0,0,9,17,1,27,20,29,0,0,0,101,37,30,55.2
Giacomo Raspadori,ITA,"FW,MF",24,Napoli,Serie A,17.6,0,0,0,17,19,5,65,3,10,0,0,0,53,7,18,28.0
Mário Rui,POR,DF,33,Napoli,Serie A,13.4,7,1,1,16,28,1,62,15,15,0,1,0,57,10,27,27.0
Jens Cajuste,SWE,MF,24,Napoli,Serie A,11.3,7,0,0,29,11,1,6,4,24,0,1,0,46,15,17,46.9
Natan,BRA,DF,23,Napoli,Serie A,10.6,3,1,1,13,6,0,5,8,10,0,0,0,39,25,23,52.1
Giovanni Simeone,ARG,FW,28,Napoli,Serie A,8.9,3,0,0,12,13,6,6,1,4,1,0,0,21,21,22,48.8
Pierluigi Gollini,ITA,GK,29,Napoli,Serie A,7.0,0,0,0,0,1,0,0,1,1,0,0,0,12,2,0,100.0
Hamed Junior Traorè,CIV,MF,24,Napoli,Serie A,4.2,1,0,0,4,7,1,7,2,2,0,0,0,20,1,5,16.7
Pasquale Mazzocchi,ITA,DF,28,Napoli,Serie A,4.8,0,1,0,9,7,0,14,1,2,0,0,0,21,12,7,63.2
Elif Elmas,MKD,"FW,MF",24,Napoli,Serie A,3.8,2,0,0,7,6,1,6,2,3,0,0,0,19,1,6,14.3
Jesper Lindstrøm,DEN,"FW,MF",24,Napoli,Serie A,4.8,2,0,0,6,4,2,12,2,3,0,0,0,15,1,4,20.0
Cyril Ngonge,BEL,FW,24,Napoli,Serie A,3.5,2,0,0,2,10,1,20,0,3,0,0,0,16,4,2,66.7
Gianluca Gaetano,ITA,MF,24,Napoli,Serie A,1.8,1,0,0,3,1,0,3,1,1,1,0,0,15,1,3,25.0
Alessio Zerbin,ITA,"FW,DF",25,Napoli,Serie A,1.7,0,0,0,7,4,0,7,0,2,0,0,0,6,1,1,50.0
Diego Demme,GER,MF,32,Napoli,Serie A,0.8,1,0,0,1,2,0,3,0,1,0,0,0,8,1,0,100.0
Alessandro Zanoli,ITA,"DF,FW",23,Napoli,Serie A,0.6,1,0,0,3,0,0,2,1,1,0,0,0,2,0,2,0.0
Leander Dendoncker,BEL,MF,29,Napoli,Serie A,0.3,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0
Nikita Contini Baranovsky,ITA,GK,28,Napoli,Serie A,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
Josep Martinez,ESP,GK,26,Genoa,Serie A,36.0,4,1,1,2,11,0,0,1,0,0,1,0,61,13,1,92.9
Morten Frendrup,DEN,MF,23,Genoa,Serie A,34.9,6,0,0,49,35,1,12,51,72,0,1,0,197,31,29,51.7
Albert Guðmundsson,ISL,"FW,MF",26,Genoa,Serie A,33.5,4,0,0,28,46,11,179,11,10,1,0,0,136,3,22,12.0
Johan Vásquez,MEX,DF,25,Genoa,Serie A,31.7,6,0,0,36,38,4,30,45,33,0,1,0,101,77,55,58.3
Milan Badelj,CRO,MF,35,Genoa,Serie A,28.2,6,0,0,24,14,0,14,50,27,0,0,0,177,12,13,48.0
Stefano Sabelli,ITA,DF,31,Genoa,Serie A,27.0,5,0,0,36,36,4,99,23,24,0,0,0,91,16,22,42.1
Mattia Bani,ITA,DF,30,Genoa,Serie A,25.6,9,0,0,21,28,2,1,22,10,0,0,0,98,49,42,53.8
Koni De Winter,BEL,DF,21,Genoa,Serie A,26.4,8,1,1,37,11,0,5,21,25,0,1,0,120,58,38,60.4
Mateo Retegui,ITA,FW,25,Genoa,Serie A,24.6,5,0,0,36,25,4,20,0,9,0,0,0,58,60,61,49.6
Radu Drăgușin,ROU,DF,22,Genoa,Serie A,19.0,1,0,0,14,14,0,1,21,11,0,0,0,62,58,25,69.9
Ruslan Malinovskyi,UKR,MF,31,Genoa,Serie A,17.2,7,0,0,31,17,0,19,5,20,0,0,0,88,22,19,53.7
Aarón Martín,ESP,DF,27,Genoa,Serie A,15.3,4,1,1,23,17,2,106,9,10,0,0,0,48,8,11,42.1
Kevin Strootman,NED,MF,34,Genoa,Serie A,13.4,4,0,0,16,6,0,20,7,19,0,0,0,73,7,11,38.9
Alessandro Vogliacco,ITA,DF,25,Genoa,Serie A,13.0,4,0,0,13,4,1,12,30,15,1,0,0,52,25,21,54.3
Junior Messias,BRA,"MF,DF",33,Genoa,Serie A,11.7,0,0,0,7,22,5,24,5,20,0,0,0,54,15,24,38.5
Caleb Ekuban,GHA,FW,30,Genoa,Serie A,12.6,0,0,0,17,27,3,4,1,4,1,0,0,36,33,34,49.3
Morten Thorsby,NOR,MF,28,Genoa,Serie A,12.9,2,0,0,28,7,6,9,4,11,0,0,0,41,67,56,54.5
Djed Spence,ENG,DF,23,Genoa,Serie A,9.5,1,0,0,7,9,1,12,8,10,0,0,0,46,12,14,46.2
Ridgeciano Haps,SUR,DF,30,Genoa,Serie A,8.6,0,0,0,3,16,1,16,6,6,0,0,0,33,10,6,62.5
Vitinha,POR,"FW,MF",24,Genoa,Serie A,3.2,2,0,0,10,8,2,9,0,2,0,0,0,13,7,16,30.4
Nicola Leali,ITA,GK,31,Genoa,Serie A,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
George Pușcaș,ROU,FW,28,Genoa,Serie A,2.1,0,0,0,1,0,0,0,0,0,0,0,0,9,12,8,60.0
Silvan Hefti,SUI,"MF,DF",26,Genoa,Serie A,1.3,0,0,0,2,1,0,2,0,1,0,0,0,3,2,2,50.0
Giorgio Cittadini,ITA,DF,22,Genoa,Serie A,1.2,0,0,0,2,4,0,0,3,4,0,0,0,8,2,4,33.3
Alan Matturro,URU,DF,19,Genoa,Serie A,1.2,0,0,0,0,0,0,0,2,1,0,0,1,6,3,2,60.0
Davide Biraschi,ITA,DF,29,Genoa,Serie A,1.0,0,0,0,0,2,0,0,2,3,0,0,0,4,1,0,100.0
Berkan Kutlu,TUR,MF,26,Genoa,Serie A,2.2,0,0,0,4,4,0,12,4,4,0,0,0,6,2,2,50.0
David Akpan Ankeye,NGA,FW,22,Genoa,Serie A,0.6,0,0,0,2,1,0,1,0,0,0,0,0,4,0,1,0.0
Emil Bohinen,NOR,MF,25,Genoa,Serie A,0.6,0,0,0,0,0,0,2,0,1,0,0,0,11,2,1,66.7
Seydou Fini,ITA,"DF,FW",17,Genoa,Serie A,0.4,0,0,0,0,2,0,1,0,0,0,0,0,1,1,2,33.3
Filip Jagiełło,POL,MF,26,Genoa,Serie A,0.4,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0.0
Pablo Galdames Millán,CHI,"MF,DF",27,Genoa,Serie A,0.1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,50.0
Daniele Sommariva,ITA,GK,26,Genoa,Serie A,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Christos Papadopoulos,GRE,FW,19,Genoa,Serie A,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
Matteo Pessina,ITA,MF,27,Monza,Serie A,35.8,5,1,1,28,44,1,19,27,25,0,1,0,188,32,33,49.2
Andrea Colpani,ITA,"MF,FW",25,Monza,Serie A,29.5,1,0,0,23,44,2,111,14,15,0,0,0,86,9,25,26.5
Michele Di Gregorio,ITA,GK,26,Monza,Serie A,31.9,0,0,0,0,4,0,0,1,0,0,0,0,33,6,1,85.7
Pablo Marí,ESP,DF,30,Monza,Serie A,29.1,7,0,0,37,9,0,4,37,25,0,1,0,98,41,20,67.2
Roberto Gagliardini,ITA,"MF,DF",30,Monza,Serie A,26.2,5,0,0,26,21,1,8,31,30,0,1,0,140,46,36,56.1
Dany Mota,POR,"FW,MF",26,Monza,Serie A,22.8,3,0,0,22,28,6,89,2,7,2,0,0,72,40,48,45.5
Luca Caldirola,ITA,DF,33,Monza,Serie A,23.8,7,1,1,24,17,1,4,29,14,0,1,0,58,30,23,56.6
Samuele Birindelli,ITA,DF,24,Monza,Serie A,22.4,7,0,0,30,32,1,54,18,19,0,0,0,77,8,6,57.1
Giorgos Kyriakopoulos,GRE,DF,28,Monza,Serie A,19.0,3,0,0,15,14,2,84,13,10,0,1,0,71,12,20,37.5
Armando Izzo,ITA,DF,32,Monza,Serie A,18.3,9,0,0,32,26,1,3,27,17,0,0,0,81,19,20,48.7
Patrick Ciurria,ITA,"DF,MF",29,Monza,Serie A,17.8,2,0,0,29,14,4,53,9,18,0,1,0,56,7,9,43.8
Danilo D'Ambrosio,ITA,DF,35,Monza,Serie A,17.1,5,1,1,18,13,1,7,14,34,0,1,0,77,27,20,57.4
Andrea Carboni,ITA,DF,23,Monza,Serie A,16.5,1,0,0,12,5,1,21,17,22,0,0,0,56,21,17,55.3
Lorenzo Colombo,ITA,FW,22,Monza,Serie A,15.1,3,0,0,25,24,6,2,0,12,0,0,0,35,19,64,22.9
Warren Bondo,FRA,MF,20,Monza,Serie A,16.4,9,0,0,31,19,0,2,6,22,0,1,0,70,10,7,58.8
Milan Đurić,BIH,FW,34,Monza,Serie A,14.0,2,0,0,23,26,1,1,0,5,0,0,0,29,86,40,68.3
Valentin Carboni,ARG,"MF,FW",19,Monza,Serie A,13.0,2,0,0,21,20,3,14,7,15,0,0,0,60,4,13,23.5
Pedro Pereira,POR,DF,26,Monza,Serie A,9.3,3,0,0,11,3,1,37,4,13,0,0,0,41,5,6,45.5
Jean-Daniel Akpa-Akpro,CIV,MF,31,Monza,Serie A,7.8,5,0,0,15,5,0,1,12,11,0,1,0,29,5,7,41.7
Alessio Zerbin,ITA,"DF,FW",25,Monza,Serie A,7.6,2,1,1,18,13,0,31,3,10,0,0,0,40,2,10,16.7
Alessandro Sorrentino,ITA,GK,22,Monza,Serie A,6.1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0.0
Gianluca Caprari,ITA,"MF,FW",30,Monza,Serie A,3.2,0,0,0,3,5,2,8,2,1,0,0,0,11,0,5,0.0
Samuele Vignato,ITA,"MF,FW",20,Monza,Serie A,3.8,2,0,0,4,4,1,8,1,4,0,0,0,13,1,5,16.7
Daniel Maldini,ITA,"MF,FW",22,Monza,Serie A,3.7,0,0,0,3,5,2,9,2,2,0,0,0,11,1,5,16.7
Pepín,EQG,"MF,FW",27,Monza,Serie A,2.7,2,0,0,2,6,0,4,0,1,0,0,0,15,0,2,0.0
Mirko Marić,CRO,FW,29,Monza,Serie A,3.2,0,1,0,4,5,3,1,2,0,0,0,0,11,11,17,39.3
Papu Gómez,ARG,"MF,FW",36,Monza,Serie A,0.5,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,0.0
Giulio Donati,ITA,DF,34,Monza,Serie A,0.4,2,0,0,1,0,0,4,0,0,0,0,0,2,0,2,0.0
Giorgio Cittadini,ITA,DF,22,Monza,Serie A,0.2,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.0
Andrea Ferraris,ITA,MF,21,Monza,Serie A,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
Davide Bettella,ITA,MF,24,Monza,Serie A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Lorenzo Montipò,ITA,GK,28,Hellas Verona,Serie A,37.0,0,0,0,0,3,0,0,0,1,0,0,0,49,5,1,83.3
Michael Folorunsho,ITA,"MF,FW",26,Hellas Verona,Serie A,30.9,5,0,0,50,74,11,64,17,28,1,0,0,145,75,78,49.0
Ondrej Duda,SVK,MF,29,Hellas Verona,Serie A,27.3,14,2,2,54,51,0,94,26,39,0,0,0,195,7,19,26.9
Giangiacomo Magnani,ITA,DF,28,Hellas Verona,Serie A,27.2,6,0,0,27,30,0,12,45,18,1,0,0,147,45,37,54.9
Paweł Dawidowicz,POL,DF,29,Hellas Verona,Serie A,23.8,5,0,0,33,9,0,2,24,30,0,0,1,139,67,30,69.1
Tomáš Suslov,SVK,"MF,FW",21,Hellas Verona,Serie A,23.2,7,0,0,40,56,1,72,6,30,0,0,0,104,5,12,29.4
Darko Lazović,SRB,"FW,MF",33,Hellas Verona,Serie A,21.4,0,1,0,5,5,13,97,6,16,0,0,0,67,8,15,34.8
Jackson Tchatchoua,CMR,DF,22,Hellas Verona,Serie A,19.2,2,0,0,18,7,2,64,23,26,0,1,0,84,13,13,50.0
Suat Serdar,GER,MF,27,Hellas Verona,Serie A,18.4,7,0,0,40,18,0,9,20,39,0,0,0,109,22,21,51.2
Diego Coppola,ITA,DF,20,Hellas Verona,Serie A,18.2,9,0,0,32,4,0,0,27,22,0,0,0,70,82,47,63.6
Juan David Cabal,COL,DF,23,Hellas Verona,Serie A,16.6,6,0,0,27,16,1,33,26,27,0,0,0,68,58,21,73.4
Cyril Ngonge,BEL,"FW,MF",24,Hellas Verona,Serie A,15.9,4,0,0,31,22,3,51,4,9,0,0,0,55,24,42,36.4
Tijjani Noslin,NED,"FW,MF",24,Hellas Verona,Serie A,14.9,2,0,0,24,10,4,15,2,8,2,0,0,65,49,71,40.8
Filippo Terracciano,ITA,DF,21,Hellas Verona,Serie A,14.4,1,0,0,15,32,0,59,20,19,0,0,0,74,19,18,51.4
Milan Đurić,BIH,FW,34,Hellas Verona,Serie A,13.4,2,0,0,26,19,6,1,1,0,0,0,0,25,135,43,75.8
Martin Hongla,CMR,MF,26,Hellas Verona,Serie A,12.0,0,0,0,6,6,1,4,7,13,0,0,0,79,9,10,47.4
Josh Doig,SCO,DF,22,Hellas Verona,Serie A,9.2,2,0,0,7,4,1,30,4,9,0,1,0,36,5,7,41.7
Federico Bonazzoli,ITA,"FW,MF",27,Hellas Verona,Serie A,11.3,2,0,0,10,20,9,7,3,1,0,0,0,31,6,11,35.3
Isak Hien,SWE,DF,25,Hellas Verona,Serie A,9.6,1,1,0,11,2,0,0,7,10,0,0,0,66,34,24,58.6
Fabien Centonze,FRA,DF,28,Hellas Verona,Serie A,7.5,2,0,0,13,7,1,28,10,8,0,0,0,23,9,5,64.3
Davide Faraoni,ITA,DF,32,Hellas Verona,Serie A,6.7,5,0,0,11,9,0,19,6,10,0,0,0,38,9,7,56.3
Bruno Amione,ARG,DF,22,Hellas Verona,Serie A,6.4,2,0,0,10,6,0,1,9,3,0,0,0,39,19,10,65.5
Jordi Mboula,ESP,"FW,MF",25,Hellas Verona,Serie A,3.4,0,0,0,5,4,2,8,1,4,0,0,0,6,4,14,22.2
Stefan Mitrović,SRB,"FW,MF",21,Hellas Verona,Serie A,4.3,0,0,0,10,6,1,15,0,3,0,0,0,16,4,18,18.2
Karol Świderski,POL,"FW,MF",27,Hellas Verona,Serie A,5.6,0,0,0,6,13,0,3,1,3,0,0,0,22,10,25,28.6
Daniel Bandeira,POR,MF,24,Hellas Verona,Serie A,5.0,2,0,0,5,3,0,7,3,5,0,0,0,34,4,12,25.0
Riccardo Saponara,ITA,"FW,MF",32,Hellas Verona,Serie A,3.8,0,0,0,1,3,2,8,0,1,0,0,0,16,1,5,16.7
Thomas Henry,FRA,FW,29,Hellas Verona,Serie A,3.7,2,2,0,15,5,3,3,0,0,0,0,0,8,19,20,48.7
Rúben Vinagre,POR,"DF,FW",25,Hellas Verona,Serie A,3.1,0,0,0,5,2,0,16,1,2,0,0,0,19,1,5,16.7
Juan Cruz,ARG,"FW,MF",24,Hellas Verona,Serie A,1.2,0,0,0,1,0,0,1,1,2,0,0,0,2,1,3,25.0
Reda Belahyane,FRA,MF,19,Hellas Verona,Serie A,1.0,0,0,0,1,1,0,0,1,1,0,0,0,5,0,0,0.0
Simone Perilli,ITA,GK,29,Hellas Verona,Serie A,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0
Elayis Tavsan,NED,"MF,FW",23,Hellas Verona,Serie A,0.6,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0.0
Charlys,BRA,MF,20,Hellas Verona,Serie A,0.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
Alphadjo Cissè,ITA,FW,17,Hellas Verona,Serie A,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
Yayah Kallon,SLE,FW,22,Hellas Verona,Serie A,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Wladimiro Falcone,ITA,GK,29,Lecce,Serie A,38.0,0,0,0,0,5,0,0,1,0,1,0,0,30,5,0,100.0
Federico Baschirotto,ITA,DF,27,Lecce,Serie A,36.6,3,1,0,30,4,0,3,23,12,0,2,0,153,93,70,57.1
Marin Pongračić,CRO,DF,26,Lecce,Serie A,35.8,10,1,1,57,22,0,1,51,30,0,0,0,183,59,38,60.8
Valentin Gendrey,FRA,DF,23,Lecce,Serie A,33.8,5,0,0,27,40,3,61,35,33,0,1,0,104,53,39,57.6
Ylber Ramadani,ALB,MF,28,Lecce,Serie A,33.0,13,0,0,42,37,0,14,44,41,0,1,0,225,29,27,51.8
Antonino Gallo,ITA,DF,24,Lecce,Serie A,27.7,2,0,0,9,17,3,138,25,27,0,0,0,161,25,33,43.1
Nikola Krstović,MNE,FW,24,Lecce,Serie A,26.4,4,1,0,45,54,14,4,4,6,1,0,0,69,63,82,43.4
Pontus Almqvist,SWE,"FW,MF",24,Lecce,Serie A,23.4,5,0,0,29,35,1,21,14,29,2,0,0,69,14,22,38.9
Remi Oudin,FRA,"MF,FW",27,Lecce,Serie A,20.2,3,0,0,16,11,3,156,20,14,0,0,0,96,12,12,50.0
Patrick Dorgu,DEN,"DF,MF",19,Lecce,Serie A,17.4,6,0,0,25,44,2,41,9,22,0,0,0,78,27,25,51.9
Lameck Banda,ZAM,FW,23,Lecce,Serie A,15.0,5,1,0,32,30,9,51,3,23,0,0,0,82,9,16,36.0
