player,nationality,position,age,club,league,minutes_90s,passes,passes_live,passes_dead,passes_fk,through_balls,passes_switches,crosses,throw_ins,CK,CK_in,CK_out,CK_s,passes_completed,passes_offside,passes_blocked
Juan Cazares,ECU,"MF,FW",30,América (MG),Brazilian League,3.1,140,115,24,9,1,2,18,4,9,5,4,0,98,1,5
Adyson,BRA,"FW,MF",17,América (MG),Brazilian League,2.7,140,123,16,5,1,0,31,4,7,4,3,0,97,1,5
Mikael,BRA,FW,23,América (MG),Brazilian League,1.7,25,21,4,0,0,0,1,0,0,0,0,0,19,0,0
Arthur,BRA,DF,19,América (MG),Brazilian League,1.0,55,42,13,2,0,0,3,11,0,0,0,0,38,0,2
Wellington Paulista,BRA,FW,38,América (MG),Brazilian League,2.5,40,35,5,0,0,0,0,0,0,0,0,0,30,0,0
Mateus Gonçalves Martins,BRA,"MF,FW",28,América (MG),Brazilian League,0.7,28,27,1,0,0,0,4,0,1,0,1,0,23,0,2
Renato Kayser,BRA,"FW,MF",26,América (MG),Brazilian League,0.4,15,15,0,0,0,0,0,0,0,0,0,0,10,0,0
Ighor Gabryel,BRA,FW,20,América (MG),Brazilian League,0.3,7,7,0,0,0,0,0,0,0,0,0,0,6,0,0
Paulinho,BRA,DF,18,América (MG),Brazilian League,0.3,16,14,2,0,0,0,2,2,0,0,0,0,15,0,0
Jhow,BRA,DF,19,América (MG),Brazilian League,0.2,18,17,1,1,0,0,0,0,0,0,0,0,18,0,0
Yago Souza,BRA,MF,16,América (MG),Brazilian League,0.2,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
Lukáš Hrádecký,FIN,GK,33,Leverkusen,Bundesliga,33.0,886,695,186,41,0,2,0,0,0,0,0,0,706,5,1
Granit Xhaka,SUI,MF,30,Leverkusen,Bundesliga,31.3,3292,3221,65,39,12,17,10,17,0,0,0,0,3020,6,27
Alex Grimaldo,ESP,DF,27,Leverkusen,Bundesliga,30.9,2148,1801,338,35,5,11,202,192,111,60,17,1,1762,9,49
Jonathan Tah,GER,DF,27,Leverkusen,Bundesliga,29.2,2193,2156,33,26,1,7,3,1,0,0,0,0,2070,4,6
Jeremie Frimpong,NED,DF,22,Leverkusen,Bundesliga,25.0,1026,919,103,3,4,4,93,100,0,0,0,0,797,4,38
Florian Wirtz,GER,MF,20,Leverkusen,Bundesliga,26.4,1855,1764,77,13,23,7,36,35,22,6,1,0,1540,14,54
Jonas Hofmann,GER,MF,31,Leverkusen,Bundesliga,24.5,1530,1355,169,28,7,10,126,33,97,47,23,1,1214,6,43
Edmond Tapsoba,BFA,DF,24,Leverkusen,Bundesliga,23.2,1973,1896,72,40,5,11,5,10,0,0,0,0,1795,5,10
Exequiel Palacios,ARG,MF,24,Leverkusen,Bundesliga,20.3,2023,1967,51,28,7,9,6,10,2,0,0,0,1856,5,23
Odilon Kossonou,CIV,DF,22,Leverkusen,Bundesliga,20.1,1428,1339,88,31,4,7,2,57,0,0,0,0,1274,1,17
Robert Andrich,GER,"MF,DF",28,Leverkusen,Bundesliga,18.8,1494,1458,34,32,5,4,14,2,0,0,0,0,1346,2,10
Victor Boniface,NGA,FW,22,Leverkusen,Bundesliga,17.2,385,367,15,1,4,3,3,5,0,0,0,0,278,3,17
Piero Hincapié,ECU,DF,21,Leverkusen,Bundesliga,16.5,1435,1375,58,18,2,5,8,30,0,0,0,0,1307,2,8
Josip Stanišić,CRO,DF,23,Leverkusen,Bundesliga,14.0,1077,1018,54,17,1,6,16,37,0,0,0,0,961,5,12
Patrik Schick,CZE,FW,27,Leverkusen,Bundesliga,11.8,231,220,11,0,1,1,1,2,0,0,0,0,184,0,5
Amine Adli,MAR,"MF,FW",23,Leverkusen,Bundesliga,10.0,459,447,11,2,2,1,23,7,0,0,0,0,367,1,10
Nathan Tella,NGA,"DF,MF",24,Leverkusen,Bundesliga,9.1,351,323,28,0,1,4,27,27,1,0,0,0,279,0,14
Adam Hložek,CZE,"MF,FW",21,Leverkusen,Bundesliga,5.1,152,151,1,0,0,0,0,1,0,0,0,0,123,0,4
Borja Iglesias,ESP,FW,30,Leverkusen,Bundesliga,2.8,75,74,0,0,0,0,1,0,0,0,0,0,58,1,3
Arthur,BRA,DF,20,Leverkusen,Bundesliga,2.0,109,96,13,0,0,0,7,12,1,0,0,0,88,0,3
Matej Kovar,CZE,GK,23,Leverkusen,Bundesliga,1.0,17,16,1,1,0,0,0,0,0,0,0,0,17,0,0
Nadiem Amiri,GER,MF,26,Leverkusen,Bundesliga,1.0,100,98,2,1,0,0,1,0,1,0,0,0,92,0,2
Gustavo Puerta,COL,"DF,MF",20,Leverkusen,Bundesliga,0.5,42,40,2,1,0,0,1,0,1,0,1,0,39,0,0
Noah Mbamba,BEL,MF,18,Leverkusen,Bundesliga,0.2,20,20,0,0,0,0,1,0,0,0,0,0,19,0,0
Chris Führich,GER,"FW,MF",25,Stuttgart,Bundesliga,28.5,1370,1235,131,29,7,10,100,41,61,31,7,0,1112,4,34
Waldemar Anton,GER,DF,27,Stuttgart,Bundesliga,32.1,2624,2511,109,51,6,9,14,29,0,0,0,0,2330,4,16
Atakan Karazor,GER,MF,26,Stuttgart,Bundesliga,29.1,1900,1820,75,73,5,2,4,2,0,0,0,0,1698,5,34
Alexander Nübel,GER,GK,26,Stuttgart,Bundesliga,30.0,1218,1056,159,47,0,1,0,0,0,0,0,0,998,3,0
Angelo Stiller,GER,MF,22,Stuttgart,Bundesliga,29.9,2637,2448,188,91,12,9,81,8,66,32,15,0,2346,1,19
Enzo Millot,FRA,"MF,FW",21,Stuttgart,Bundesliga,24.9,1456,1408,47,12,12,3,38,7,13,5,3,0,1238,1,38
Hiroki Ito,JPN,DF,24,Stuttgart,Bundesliga,24.8,2066,1926,135,28,3,9,23,70,0,0,0,0,1833,5,15
Serhou Guirassy,GUI,FW,27,Stuttgart,Bundesliga,24.5,777,752,21,1,9,1,1,3,0,0,0,0,629,4,17
Maximilian Mittelstädt,GER,DF,26,Stuttgart,Bundesliga,23.4,1708,1520,184,15,3,4,105,155,14,4,5,0,1447,4,32
Deniz Undav,GER,"FW,MF",27,Stuttgart,Bundesliga,23.2,799,758,32,2,18,3,7,12,0,0,0,0,595,9,43
Jamie Leweling,GER,"FW,MF",22,Stuttgart,Bundesliga,16.9,599,580,19,1,2,2,46,16,1,0,0,0,470,0,22
Dan-Axel Zagadou,FRA,DF,24,Stuttgart,Bundesliga,16.1,1361,1320,40,20,1,4,0,2,0,0,0,0,1179,1,1
Pascal Stenzel,GER,DF,27,Stuttgart,Bundesliga,11.8,824,694,128,23,2,17,26,103,2,0,2,0,715,2,13
Josha Vagnoman,GER,DF,22,Stuttgart,Bundesliga,13.1,615,526,87,5,0,3,22,82,0,0,0,0,516,2,13
Anthony Rouault,FRA,DF,22,Stuttgart,Bundesliga,11.2,931,881,49,17,2,5,3,28,0,0,0,0,824,1,12
Silas Katompa,COD,"FW,MF",24,Stuttgart,Bundesliga,10.0,279,276,3,1,5,1,28,2,0,0,0,0,210,0,18
Leonidas Stergiou,SUI,DF,21,Stuttgart,Bundesliga,6.6,364,319,43,3,0,2,12,40,0,0,0,0,308,2,4
Jeong Woo-yeong,KOR,"MF,FW",23,Stuttgart,Bundesliga,7.0,326,320,5,0,0,2,8,1,4,1,0,0,275,1,7
Fabian Bredlow,GER,GK,28,Stuttgart,Bundesliga,4.0,179,158,21,10,0,0,0,0,0,0,0,0,136,0,0
Mahmoud Dahoud,GER,MF,27,Stuttgart,Bundesliga,2.5,235,229,5,3,1,2,6,0,2,1,1,0,205,1,3
Lilian Egloff,GER,"MF,DF",20,Stuttgart,Bundesliga,1.2,41,40,1,0,0,0,0,0,0,0,0,0,32,0,1
Roberto Massimo,GER,"FW,DF",22,Stuttgart,Bundesliga,0.9,39,34,5,0,0,0,0,5,0,0,0,0,30,0,5
Borna Sosa,CRO,"FW,DF",25,Stuttgart,Bundesliga,0.5,43,37,6,2,0,1,12,1,3,2,1,0,27,0,2
Luca Raimund,GER,"FW,MF",18,Stuttgart,Bundesliga,0.3,23,23,0,0,0,0,1,0,0,0,0,0,16,0,0
Jovan Milošević,SRB,"FW,MF",18,Stuttgart,Bundesliga,0.3,13,12,1,0,0,0,0,1,0,0,0,0,8,0,1
Genki Haraguchi,JPN,MF,32,Stuttgart,Bundesliga,0.3,18,18,0,0,0,0,0,0,0,0,0,0,14,0,0
Samuele Di Benedetto,GER,MF,18,Stuttgart,Bundesliga,0.1,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0
Harry Kane,ENG,FW,30,Bayern Munich,Bundesliga,31.5,664,620,41,10,13,14,31,8,2,1,0,0,474,3,31
Joshua Kimmich,GER,"MF,DF",28,Bayern Munich,Bundesliga,24.2,2267,1983,273,75,11,15,195,77,121,41,57,2,1951,11,20
Leon Goretzka,GER,MF,28,Bayern Munich,Bundesliga,24.9,1754,1708,43,30,9,10,10,10,0,0,0,0,1559,3,22
Leroy Sané,GER,FW,27,Bayern Munich,Bundesliga,23.7,1098,987,106,14,8,6,86,11,63,29,26,0,878,5,31
Alphonso Davies,CAN,DF,22,Bayern Munich,Bundesliga,22.9,1642,1455,187,27,4,1,31,160,0,0,0,0,1440,0,31
Manuel Neuer,GER,GK,37,Bayern Munich,Bundesliga,22.8,876,754,122,24,0,3,0,1,0,0,0,0,754,0,0
Kim Min-jae,KOR,DF,26,Bayern Munich,Bundesliga,21.9,2139,2071,66,22,4,13,2,4,0,0,0,0,1986,2,8
Jamal Musiala,GER,"MF,FW",20,Bayern Munich,Bundesliga,19.5,772,745,21,3,12,2,11,9,1,0,0,0,621,6,38
Thomas Müller,GER,"MF,FW",33,Bayern Munich,Bundesliga,18.4,810,767,41,3,7,2,55,34,0,0,0,0,602,2,25
Dayot Upamecano,FRA,DF,24,Bayern Munich,Bundesliga,19.6,1813,1778,33,20,1,12,3,12,0,0,0,0,1678,2,16
Konrad Laimer,AUT,"DF,MF",26,Bayern Munich,Bundesliga,19.7,1457,1339,113,24,4,5,31,83,4,0,0,0,1294,5,29
Matthijs de Ligt,NED,DF,23,Bayern Munich,Bundesliga,15.4,1193,1169,23,19,0,3,2,1,0,0,0,0,1120,1,4
Noussair Mazraoui,MAR,DF,25,Bayern Munich,Bundesliga,13.3,980,865,112,14,0,0,19,98,0,0,0,0,865,3,23
Kingsley Coman,FRA,FW,27,Bayern Munich,Bundesliga,12.4,647,630,13,1,1,5,60,6,3,0,0,0,528,4,19
Aleksandar Pavlovic,GER,MF,19,Bayern Munich,Bundesliga,13.6,971,935,31,15,0,6,18,2,14,3,9,0,897,5,4
Raphaël Guerreiro,POR,"DF,MF",29,Bayern Munich,Bundesliga,13.2,1017,940,76,9,0,0,42,52,15,3,9,0,880,1,16
Eric Dier,ENG,DF,29,Bayern Munich,Bundesliga,13.0,1143,1092,48,19,0,16,7,3,0,0,0,0,1042,3,4
Sven Ulreich,GER,GK,34,Bayern Munich,Bundesliga,11.0,395,335,60,13,0,0,0,0,0,0,0,0,333,0,0
Eric Maxim Choupo-Moting,CMR,"MF,FW",34,Bayern Munich,Bundesliga,8.0,282,273,9,0,3,0,11,0,0,0,0,0,232,0,13
Mathys Tel,FRA,"FW,MF",18,Bayern Munich,Bundesliga,11.7,410,389,18,1,1,2,18,9,2,0,0,0,340,3,12
Serge Gnabry,GER,"FW,MF",28,Bayern Munich,Bundesliga,4.8,214,205,8,0,3,1,10,6,1,1,0,0,180,1,5
Bryan Zaragoza,ESP,"FW,MF",22,Bayern Munich,Bundesliga,2.0,82,78,4,0,0,2,10,1,2,0,1,0,60,0,6
Lovro Zvonarek,CRO,"FW,MF",18,Bayern Munich,Bundesliga,1.8,60,59,1,0,1,0,1,0,0,0,0,0,50,0,2
Sacha Boey,FRA,DF,22,Bayern Munich,Bundesliga,1.2,69,52,17,2,0,0,0,15,0,0,0,0,58,0,2
Bouna Sarr,SEN,DF,31,Bayern Munich,Bundesliga,1.2,104,92,12,1,0,0,1,11,0,0,0,0,92,0,1
Frans Krätzig,GER,DF,20,Bayern Munich,Bundesliga,0.6,50,45,5,0,1,1,0,5,0,0,0,0,45,0,0
Matteo Perez Vinlöf,SWE,FW,17,Bayern Munich,Bundesliga,0.2,13,10,3,1,0,0,1,2,0,0,0,0,11,0,0
Ryan Gravenberch,NED,FW,21,Bayern Munich,Bundesliga,0.1,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1
Jonathan Asp Jensen,DEN,FW,17,Bayern Munich,Bundesliga,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loïs Openda,BEL,FW,23,RB Leipzig,Bundesliga,30.0,524,495,28,1,5,1,32,11,0,0,0,0,348,1,30
Xavi Simons,NED,MF,20,RB Leipzig,Bundesliga,29.5,1434,1293,130,28,19,11,76,11,59,21,21,2,1137,11,42
David Raum,GER,DF,25,RB Leipzig,Bundesliga,30.4,2154,1675,469,63,2,11,306,277,129,46,54,2,1566,10,61
Xaver Schlager,AUT,MF,25,RB Leipzig,Bundesliga,27.5,1798,1738,56,45,10,15,14,11,0,0,0,0,1587,4,20
Benjamin Henrichs,GER,DF,26,RB Leipzig,Bundesliga,28.1,1670,1415,245,23,15,5,67,222,0,0,0,0,1314,10,40
Castello Lukeba,FRA,DF,20,RB Leipzig,Bundesliga,24.3,1885,1839,45,34,1,10,5,5,0,0,0,0,1726,1,12
Mohamed Simakan,FRA,DF,23,RB Leipzig,Bundesliga,23.8,1573,1456,115,51,3,11,18,64,0,0,0,0,1347,2,12
Janis Blaswich,GER,GK,32,RB Leipzig,Bundesliga,21.0,957,786,170,36,0,0,0,0,0,0,0,0,836,1,1
Amadou Haidara,MLI,MF,25,RB Leipzig,Bundesliga,17.0,825,810,14,13,2,4,4,1,0,0,0,0,694,1,16
Willi Orban,HUN,DF,30,RB Leipzig,Bundesliga,17.6,1396,1352,42,39,0,4,1,3,0,0,0,0,1251,2,7
Benjamin Šeško,SVN,FW,20,RB Leipzig,Bundesliga,17.0,330,316,12,0,4,0,4,1,0,0,0,0,215,2,14
Dani Olmo,ESP,MF,25,RB Leipzig,Bundesliga,16.1,657,639,13,9,9,9,21,4,0,0,0,0,511,5,21
Lukas Klostermann,GER,DF,27,RB Leipzig,Bundesliga,16.0,1155,1126,28,14,3,4,8,14,0,0,0,0,1035,1,8
Kevin Kampl,SVN,MF,32,RB Leipzig,Bundesliga,15.1,1019,983,36,28,3,0,11,8,0,0,0,0,931,0,8
Péter Gulácsi,HUN,GK,33,RB Leipzig,Bundesliga,13.0,470,351,119,22,0,0,0,0,0,0,0,0,406,0,0
Yussuf Poulsen,DEN,FW,29,RB Leipzig,Bundesliga,13.5,289,272,14,1,3,0,4,2,0,0,0,0,207,3,13
Christoph Baumgartner,AUT,"MF,FW",23,RB Leipzig,Bundesliga,12.9,456,443,8,5,4,1,8,3,0,0,0,0,340,5,15
Nicolas Seiwald,AUT,MF,22,RB Leipzig,Bundesliga,8.0,390,377,10,7,2,3,4,0,3,2,0,0,320,3,5
Emil Forsberg,SWE,"MF,FW",31,RB Leipzig,Bundesliga,5.2,199,190,7,1,0,3,8,0,5,3,2,0,163,2,6
Elif Elmas,MKD,"MF,FW",23,RB Leipzig,Bundesliga,3.0,120,115,3,1,0,1,0,2,0,0,0,0,100,2,1
Timo Werner,GER,"FW,MF",27,RB Leipzig,Bundesliga,2.3,88,83,4,0,0,0,4,3,1,0,0,0,61,1,6
Fabio Carvalho,POR,MF,20,RB Leipzig,Bundesliga,1.8,92,90,2,0,1,0,6,1,1,0,0,0,72,0,4
Christopher Lenz,GER,"DF,MF",28,RB Leipzig,Bundesliga,0.5,49,37,12,2,0,0,5,8,2,0,1,0,38,0,1
El Chadaille Bitshiabu,FRA,"DF,MF",18,RB Leipzig,Bundesliga,0.4,59,53,6,0,0,0,2,6,0,0,0,0,48,0,1
Nuha Jatta,GAM,FW,17,RB Leipzig,Bundesliga,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonathan Norbye,NOR,MF,16,RB Leipzig,Bundesliga,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Nico Schlotterbeck,GER,DF,23,Dortmund,Bundesliga,31.8,2681,2540,136,72,4,42,8,11,0,0,0,0,2381,5,23
Gregor Kobel,SUI,GK,25,Dortmund,Bundesliga,26.3,1175,951,220,55,0,0,0,0,0,0,0,0,974,4,0
Niclas Füllkrug,GER,FW,30,Dortmund,Bundesliga,24.6,572,557,14,1,4,5,5,0,0,0,0,0,378,1,23
Julian Brandt,GER,"MF,FW",27,Dortmund,Bundesliga,24.7,1319,1143,172,38,6,12,165,15,116,53,53,2,1054,4,24
Marcel Sabitzer,AUT,MF,29,Dortmund,Bundesliga,21.8,1067,993,72,19,1,4,30,14,17,7,8,0,868,2,19
Emre Can,GER,"MF,DF",29,Dortmund,Bundesliga,21.7,1471,1431,39,32,4,7,2,5,0,0,0,0,1286,1,15
Donyell Malen,NED,"FW,MF",24,Dortmund,Bundesliga,19.8,546,525,18,4,6,4,39,9,4,0,0,0,410,3,23
Julian Ryerson,NOR,DF,25,Dortmund,Bundesliga,19.6,1129,997,129,9,0,2,40,120,0,0,0,0,974,3,19
Mats Hummels,GER,DF,34,Dortmund,Bundesliga,17.6,1418,1366,50,44,3,16,3,3,0,0,0,0,1262,2,10
Marco Reus,GER,"MF,FW",34,Dortmund,Bundesliga,17.8,707,634,70,21,6,2,32,7,19,8,9,0,588,3,19
Ian Maatsen,NED,DF,21,Dortmund,Bundesliga,14.0,1060,945,112,17,3,8,26,94,1,1,0,0,928,3,20
Niklas Süle,GER,DF,27,Dortmund,Bundesliga,16.8,1505,1431,73,48,0,22,2,12,0,0,0,0,1401,1,6
Jamie Bynoe-Gittens,ENG,"FW,MF",18,Dortmund,Bundesliga,11.8,363,357,5,1,2,2,13,4,0,0,0,0,284,1,13
Salih Özcan,TUR,MF,25,Dortmund,Bundesliga,13.2,794,758,35,27,4,4,1,7,0,0,0,0,680,1,13
Marius Wolf,GER,DF,28,Dortmund,Bundesliga,13.0,896,757,136,14,1,3,45,122,0,0,0,0,687,3,26
Ramy Bensebaini,ALG,DF,28,Dortmund,Bundesliga,11.5,851,746,105,22,1,4,21,83,0,0,0,0,702,0,26
Jadon Sancho,ENG,"FW,MF",23,Dortmund,Bundesliga,10.5,512,481,28,3,3,1,29,11,13,7,5,0,414,3,13
Felix Nmecha,GER,MF,22,Dortmund,Bundesliga,11.3,457,445,12,12,1,4,3,0,0,0,0,0,382,0,10
Karim Adeyemi,GER,"FW,MF",21,Dortmund,Bundesliga,10.1,299,280,19,3,0,1,25,11,4,1,2,0,218,0,16
Alexander Meyer,GER,GK,32,Dortmund,Bundesliga,7.7,366,323,42,11,0,0,0,0,0,0,0,0,302,1,0
Thomas Meunier,BEL,DF,31,Dortmund,Bundesliga,6.5,495,424,70,7,0,1,17,63,0,0,0,0,399,1,7
Sébastien Haller,CIV,FW,29,Dortmund,Bundesliga,4.4,115,109,6,0,1,0,0,0,0,0,0,0,78,0,2
Youssoufa Moukoko,GER,FW,18,Dortmund,Bundesliga,6.9,128,120,6,0,1,2,4,1,0,0,0,0,104,2,6
Mateu Morey,ESP,DF,23,Dortmund,Bundesliga,1.2,87,78,9,3,0,1,1,6,0,0,0,0,74,0,3
Gio Reyna,USA,"MF,FW",20,Dortmund,Bundesliga,3.1,193,188,5,2,0,2,4,2,0,0,0,0,166,0,3
Antonios Papadopoulos,GER,DF,23,Dortmund,Bundesliga,1.3,74,74,0,0,0,1,0,0,0,0,0,0,59,0,2
Kjell-Arik Wätjen,GER,"MF,FW",17,Dortmund,Bundesliga,1.2,53,52,1,0,1,0,0,1,0,0,0,0,46,0,1
Ole Pohlmann,GER,MF,22,Dortmund,Bundesliga,0.6,20,17,3,1,0,0,3,0,2,2,0,0,13,0,0
Samuel Bamba,GER,FW,19,Dortmund,Bundesliga,0.5,20,19,1,0,0,0,4,1,0,0,0,0,14,0,1
Hendry Blank,GER,DF,18,Dortmund,Bundesliga,0.5,59,56,3,1,0,1,0,0,0,0,0,0,58,0,0
Julien Duranville,BEL,"FW,MF",17,Dortmund,Bundesliga,0.1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1
Thorgan Hazard,BEL,DF,30,Dortmund,Bundesliga,0.1,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0
Willian Pacho,ECU,DF,21,Eint Frankfurt,Bundesliga,33.0,2286,2183,94,50,3,10,7,13,0,0,0,0,1930,9,26
Kevin Trapp,GER,GK,33,Eint Frankfurt,Bundesliga,32.0,1166,890,271,59,0,2,0,0,0,0,0,0,867,5,1
Robin Koch,GER,DF,27,Eint Frankfurt,Bundesliga,30.4,2161,2097,63,48,2,2,4,2,0,0,0,0,1902,1,12
Tuta,BRA,DF,24,Eint Frankfurt,Bundesliga,28.9,1906,1795,109,51,2,6,11,58,0,0,0,0,1614,2,32
Omar Marmoush,EGY,"FW,MF",24,Eint Frankfurt,Bundesliga,25.6,574,494,78,7,7,5,33,5,16,5,10,0,407,2,27
Junior Dina Ebimbe,FRA,"MF,DF",22,Eint Frankfurt,Bundesliga,21.7,935,839,93,5,7,5,21,88,0,0,0,0,715,3,27
Ellyes Skhiri,TUN,MF,28,Eint Frankfurt,Bundesliga,24.1,1287,1249,36,32,4,3,4,4,0,0,0,0,1082,2,20
Ansgar Knauff,GER,"MF,DF",21,Eint Frankfurt,Bundesliga,23.4,747,684,57,2,3,1,46,55,0,0,0,0,475,6,44
Mario Götze,GER,MF,31,Eint Frankfurt,Bundesliga,23.0,1325,1259,61,23,6,4,54,10,27,9,13,0,1050,5,33
Fares Chaïbi,ALG,"MF,FW",20,Eint Frankfurt,Bundesliga,21.2,922,744,172,41,3,3,176,28,94,41,50,0,592,6,32
Hugo Larsson,SWE,MF,19,Eint Frankfurt,Bundesliga,21.0,965,944,19,14,1,2,8,5,0,0,0,0,835,2,13
Aurélio Buta,POR,"DF,MF",26,Eint Frankfurt,Bundesliga,19.4,1112,930,181,10,1,3,46,171,0,0,0,0,875,1,23
Philipp Max,GER,DF,29,Eint Frankfurt,Bundesliga,15.0,898,730,166,23,1,3,59,130,13,5,6,0,742,2,12
Niels Nkounkou,FRA,"DF,MF",22,Eint Frankfurt,Bundesliga,14.5,868,706,162,13,8,4,53,144,5,0,2,0,625,0,33
Hugo Ekitike,FRA,FW,21,Eint Frankfurt,Bundesliga,8.0,193,180,12,0,1,2,9,0,0,0,0,0,131,1,11
Sasa Kalajdzic,AUT,FW,26,Eint Frankfurt,Bundesliga,3.6,79,72,6,0,2,1,1,0,0,0,0,0,61,1,1
Donny van de Beek,NED,"MF,FW",26,Eint Frankfurt,Bundesliga,4.0,139,134,5,1,1,0,7,0,4,0,4,0,109,0,5
Hrvoje Smolčić,CRO,DF,22,Eint Frankfurt,Bundesliga,3.9,321,307,14,6,0,0,0,2,0,0,0,0,285,0,2
Jessic Ngankam,GER,FW,23,Eint Frankfurt,Bundesliga,3.1,45,42,3,0,0,0,0,0,0,0,0,0,33,0,2
Makoto Hasebe,JPN,"DF,MF",39,Eint Frankfurt,Bundesliga,2.4,189,183,6,6,1,0,1,0,0,0,0,0,166,0,1
Jens Grahl,GER,GK,34,Eint Frankfurt,Bundesliga,2.0,92,71,21,6,0,0,0,0,0,0,0,0,61,0,0
Randal Kolo Muani,FRA,FW,24,Eint Frankfurt,Bundesliga,1.7,26,25,1,0,0,0,0,0,0,0,0,0,17,0,1
Kristijan Jakić,CRO,"MF,FW",26,Eint Frankfurt,Bundesliga,2.2,111,107,4,3,0,0,1,1,0,0,0,0,91,0,4
Jean Mattéo Bahoya,FRA,"MF,FW",18,Eint Frankfurt,Bundesliga,2.0,82,80,2,0,0,0,6,2,0,0,0,0,62,0,2
Paxten Aaronson,USA,MF,19,Eint Frankfurt,Bundesliga,1.1,50,48,2,1,0,0,0,1,0,0,0,0,41,0,0
Nnamdi Collins,GER,DF,19,Eint Frankfurt,Bundesliga,1.0,75,64,10,2,0,0,2,8,0,0,0,0,61,1,0
Jesper Lindstrøm,DEN,FW,23,Eint Frankfurt,Bundesliga,0.9,32,31,1,0,0,0,1,0,0,0,0,0,24,0,0
Sebastian Rode,GER,MF,32,Eint Frankfurt,Bundesliga,0.7,57,56,1,0,0,0,1,1,0,0,0,0,44,0,0
Jens Petter Hauge,NOR,"MF,FW",23,Eint Frankfurt,Bundesliga,1.6,85,78,7,2,1,1,2,3,2,1,0,0,69,0,2
Nacho Ferri,ESP,"FW,MF",18,Eint Frankfurt,Bundesliga,0.8,26,25,0,0,0,0,0,0,0,0,0,0,13,1,1
Elias Baum,GER,"DF,MF",17,Eint Frankfurt,Bundesliga,0.3,17,13,4,0,0,0,0,4,0,0,0,0,13,0,0
Timothy Chandler,USA,"MF,DF",33,Eint Frankfurt,Bundesliga,0.2,26,22,3,0,0,0,4,3,0,0,0,0,18,1,1
Christopher Lenz,GER,DF,28,Eint Frankfurt,Bundesliga,0.1,9,6,3,2,0,0,0,1,0,0,0,0,5,0,0
Marko Mladenović,SRB,MF,18,Eint Frankfurt,Bundesliga,0.1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Oliver Baumann,GER,GK,33,Hoffenheim,Bundesliga,34.0,1412,1072,336,87,0,1,0,0,0,0,0,0,1055,4,0
Maximilian Beier,GER,"FW,MF",20,Hoffenheim,Bundesliga,26.9,550,498,50,0,4,1,38,8,1,1,0,0,384,2,26
Pavel Kadeřábek,CZE,"DF,FW",31,Hoffenheim,Bundesliga,26.8,1273,1027,239,11,1,2,101,228,0,0,0,0,888,7,29
Ozan Kabak,TUR,DF,23,Hoffenheim,Bundesliga,25.4,1358,1337,19,19,4,11,3,0,0,0,0,0,1159,2,8
Grischa Prömel,GER,MF,28,Hoffenheim,Bundesliga,23.8,983,963,17,14,6,5,10,3,0,0,0,0,802,3,27
Anton Stach,GER,MF,24,Hoffenheim,Bundesliga,25.8,1309,1255,51,18,8,11,54,1,30,12,13,1,1031,3,21
Florian Grillitsch,AUT,"DF,MF",27,Hoffenheim,Bundesliga,25.5,1753,1643,107,71,7,4,17,7,5,1,4,0,1496,3,20
Andrej Kramarić,CRO,"MF,FW",32,Hoffenheim,Bundesliga,24.4,1139,971,164,44,9,4,113,21,73,27,27,1,904,4,30
Wout Weghorst,NED,FW,30,Hoffenheim,Bundesliga,22.0,571,551,19,1,9,2,4,0,0,0,0,0,414,1,16
John Brooks,USA,DF,30,Hoffenheim,Bundesliga,17.1,892,828,64,42,0,5,3,1,0,0,0,0,740,0,11
Ihlas Bebou,TOG,"FW,DF",29,Hoffenheim,Bundesliga,18.2,514,462,49,0,2,2,35,40,0,0,0,0,360,3,25
Marius Bülter,GER,"DF,FW",30,Hoffenheim,Bundesliga,15.0,695,589,106,5,2,4,73,98,3,1,0,0,500,0,30
Kevin Vogt,GER,DF,31,Hoffenheim,Bundesliga,14.7,939,897,41,29,0,6,3,10,0,0,0,0,813,1,7
Robert Skov,DEN,"DF,FW",27,Hoffenheim,Bundesliga,14.0,736,587,147,24,4,2,70,98,25,12,9,0,542,2,27
Umut Tohumcu,GER,MF,18,Hoffenheim,Bundesliga,11.2,419,409,6,5,2,2,6,0,0,0,0,0,366,4,6
Kevin Akpoguma,NGA,DF,28,Hoffenheim,Bundesliga,12.2,711,680,30,17,0,2,4,13,0,0,0,0,611,1,6
Stanley N'Soki,FRA,DF,24,Hoffenheim,Bundesliga,7.0,399,358,40,12,0,3,7,28,0,0,0,0,318,1,10
Tim Drexler,GER,DF,18,Hoffenheim,Bundesliga,6.4,349,341,7,6,0,0,0,1,0,0,0,0,315,1,1
Finn Ole Becker,GER,MF,23,Hoffenheim,Bundesliga,6.7,315,302,11,2,1,1,7,4,5,4,0,0,247,2,6
