player,nationality,position,age,club,league,minutes_90s,p_tackled,tklw,def_3rd,mid_3rd,att_3rd,d_tackled,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,intr,tkl_intr,clr,err
Pedro,ESP,"FW,MF",36,Lazio,Serie A,9.1,16,12,5,7,4,3,12,25.0,9,16,2,14,3,19,1,0
Pietro Terracciano,ITA,GK,34,Fiorentina,Serie A,33.0,1,1,1,0,0,1,3,33.3,2,1,0,1,0,1,8,0
Nikola Milenković,SRB,DF,26,Fiorentina,Serie A,27.9,41,21,24,14,3,22,36,61.1,14,22,14,8,27,68,95,1
Giacomo Bonaventura,ITA,MF,34,Fiorentina,Serie A,25.3,26,13,6,10,10,9,21,42.9,12,16,1,15,14,40,10,0
Cristiano Biraghi,ITA,DF,31,Fiorentina,Serie A,25.2,46,28,20,23,3,28,50,56.0,22,28,4,24,14,60,39,0
Lucas Martínez Quarta,ARG,DF,28,Fiorentina,Serie A,24.5,68,45,38,26,4,34,48,70.8,14,37,14,23,28,96,65,4
Arthur Melo,BRA,MF,27,Fiorentina,Serie A,22.1,45,30,17,24,4,26,42,61.9,16,27,3,24,18,63,8,0
Alfred Duncan,GHA,MF,31,Fiorentina,Serie A,20.1,34,21,12,15,7,15,33,45.5,18,26,5,21,10,44,12,0
Luca Ranieri,ITA,DF,25,Fiorentina,Serie A,21.9,12,9,9,1,2,8,13,61.5,5,24,11,13,28,40,63,0
Michael Kayode,ITA,DF,19,Fiorentina,Serie A,21.9,50,29,24,15,11,32,45,71.1,13,24,12,12,17,67,45,2
Nicolás González,ARG,FW,26,Fiorentina,Serie A,20.3,28,18,15,8,5,8,26,30.8,18,22,1,21,12,40,7,0
Lucas Beltrán,ARG,"FW,MF",23,Fiorentina,Serie A,18.0,26,14,4,17,5,11,20,55.0,9,28,3,25,2,28,11,0
Jonathan Ikone,FRA,FW,26,Fiorentina,Serie A,18.5,22,11,7,9,6,10,17,58.8,7,12,0,12,2,24,8,0
Rolando Mandragora,ITA,MF,26,Fiorentina,Serie A,17.6,26,11,8,13,5,10,22,45.5,12,14,3,11,9,35,18,1
Fabiano Parisi,ITA,DF,23,Fiorentina,Serie A,16.2,30,15,11,12,7,15,26,57.7,11,21,5,16,17,47,26,0
M'Bala Nzola,ANG,FW,27,Fiorentina,Serie A,17.2,11,8,1,4,6,6,7,85.7,1,10,1,9,0,11,22,0
Riccardo Sottil,ITA,FW,24,Fiorentina,Serie A,12.3,10,5,5,1,4,3,8,37.5,5,12,0,12,2,12,2,0
Christian Kouamé,CIV,FW,26,Fiorentina,Serie A,11.8,10,2,6,4,0,4,8,50.0,4,16,0,16,2,12,10,0
Andrea Belotti,ITA,FW,30,Fiorentina,Serie A,9.5,7,3,1,4,2,4,9,44.4,5,8,1,7,1,8,3,0
Antonín Barák,CZE,"MF,FW",29,Fiorentina,Serie A,8.9,6,2,1,3,2,3,7,42.9,4,5,0,5,2,8,3,0
Josip Brekalo,CRO,FW,25,Fiorentina,Serie A,7.2,8,6,6,2,0,2,11,18.2,9,7,0,7,1,9,0,0
Dodô,BRA,DF,25,Fiorentina,Serie A,5.8,5,3,1,4,0,2,5,40.0,3,2,0,2,5,10,11,0
Maxime Lopez,FRA,MF,26,Fiorentina,Serie A,7.9,18,9,5,10,3,6,12,50.0,6,3,1,2,2,20,6,0
Davide Faraoni,ITA,DF,32,Fiorentina,Serie A,4.3,9,4,5,2,2,5,11,45.5,6,3,1,2,5,14,14,0
Oliver Christensen,DEN,GK,25,Fiorentina,Serie A,4.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
Gaetano Castrovilli,ITA,"FW,MF",27,Fiorentina,Serie A,3.4,1,0,0,1,0,1,6,16.7,5,2,0,2,2,3,2,0
Gino Infantino,ARG,MF,21,Fiorentina,Serie A,0.9,1,1,0,1,0,0,1,0.0,1,3,0,3,1,2,1,0
Yerry Mina,COL,"DF,MF",29,Fiorentina,Serie A,0.5,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,2,0
Pietro Comuzzo,ITA,"DF,FW",19,Fiorentina,Serie A,0.5,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,2,0
Lorenzo Amatucci,ITA,MF,20,Fiorentina,Serie A,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Vanja Milinković-Savić,SRB,GK,27,Torino,Serie A,36.0,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,14,4
Raoul Bellanova,ITA,DF,24,Torino,Serie A,33.8,36,26,15,17,4,18,31,58.1,13,21,4,17,15,51,36,3
Duván Zapata,COL,FW,33,Torino,Serie A,32.0,18,7,9,2,7,3,12,25.0,9,20,6,14,7,25,26,0
Ricardo Rodríguez,SUI,DF,31,Torino,Serie A,30.8,45,26,21,22,2,28,45,62.2,17,22,9,13,24,69,64,2
Nikola Vlašić,CRO,"MF,FW",26,Torino,Serie A,29.0,28,16,6,14,8,4,30,13.3,26,26,7,19,11,39,16,0
Alessandro Buongiorno,ITA,DF,24,Torino,Serie A,28.1,70,39,43,24,3,24,34,70.6,10,20,12,8,69,139,131,0
Samuele Ricci,ITA,MF,22,Torino,Serie A,26.6,33,18,17,12,4,15,23,65.2,8,21,3,18,27,60,25,0
Adrien Tameze,CMR,"DF,MF",30,Torino,Serie A,23.8,35,16,13,18,4,18,37,48.6,19,24,11,13,47,82,25,2
Ivan Ilić,SRB,MF,23,Torino,Serie A,23.3,22,8,9,10,3,13,27,48.1,14,20,7,13,20,42,31,0
Antonio Sanabria,PAR,"FW,MF",28,Torino,Serie A,23.7,18,15,5,9,4,4,9,44.4,5,7,1,6,6,24,12,0
Valentino Lazaro,AUT,"DF,MF",28,Torino,Serie A,22.2,18,11,7,9,2,13,19,68.4,6,14,1,13,8,26,29,0
Karol Linetty,POL,MF,29,Torino,Serie A,20.6,30,21,9,20,1,9,29,31.0,20,24,8,16,23,53,27,1
Mërgim Vojvoda,KVX,DF,29,Torino,Serie A,15.3,17,8,7,6,4,11,16,68.8,5,12,2,10,13,30,28,0
Adam Masina,MAR,DF,30,Torino,Serie A,11.4,17,12,8,8,1,5,20,25.0,15,12,6,6,11,28,30,0
Perr Schuurs,NED,DF,24,Torino,Serie A,8.6,20,12,11,8,1,3,9,33.3,6,10,2,8,9,29,23,0
Koffi Djidji,CIV,DF,31,Torino,Serie A,8.4,14,9,9,5,0,3,4,75.0,1,10,5,5,10,24,20,0
Pietro Pellegri,ITA,FW,23,Torino,Serie A,8.4,5,1,1,4,0,1,5,20.0,4,4,1,3,2,7,3,0
Matteo Lovato,ITA,DF,24,Torino,Serie A,6.0,10,7,5,5,0,4,5,80.0,1,9,5,4,13,23,10,0
Demba Seck,SEN,MF,23,Torino,Serie A,4.7,5,3,1,4,0,3,4,75.0,1,1,0,1,1,6,0,0
Gvidas Gineitis,LTU,MF,20,Torino,Serie A,6.0,11,7,3,8,0,4,7,57.1,3,10,4,6,4,15,9,1
Nemanja Radonjić,SRB,"MF,FW",28,Torino,Serie A,4.2,1,1,0,0,1,1,3,33.3,2,3,0,3,0,1,0,0
David Okereke,NGA,"FW,MF",26,Torino,Serie A,2.8,3,1,1,1,1,0,3,0.0,3,2,0,2,1,4,0,0
Saba Sazonov,GEO,DF,22,Torino,Serie A,4.0,9,7,4,5,0,3,3,100.0,0,8,5,3,3,12,22,0
Luca Gemello,ITA,GK,23,Torino,Serie A,2.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,1
Brandon Soppy,FRA,DF,22,Torino,Serie A,2.0,2,2,1,1,0,2,6,33.3,4,2,0,2,0,2,3,1
Yann Karamoh,FRA,"MF,FW",25,Torino,Serie A,1.8,1,0,0,0,1,0,0,0.0,0,0,0,0,0,1,1,0
David Zima,CZE,DF,23,Torino,Serie A,1.0,1,1,1,0,0,0,0,0.0,0,0,0,0,3,4,7,0
Zanos Savva,CYP,"DF,MF",18,Torino,Serie A,0.3,1,1,0,1,0,1,3,33.3,2,0,0,0,0,1,1,0
Alessandro Dellavalle,ITA,DF,20,Torino,Serie A,0.2,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,0,0
Simone Verdi,ITA,FW,31,Torino,Serie A,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Stanislav Lobotka,SVK,MF,29,Napoli,Serie A,36.5,61,39,18,30,13,24,60,40.0,36,30,8,22,30,91,29,0
Giovanni Di Lorenzo,ITA,DF,30,Napoli,Serie A,35.9,58,36,26,26,6,32,68,47.1,36,43,16,27,24,82,45,0
Andre-Frank Zambo Anguissa,CMR,MF,28,Napoli,Serie A,31.0,61,33,21,29,11,34,69,49.3,35,40,5,35,28,89,19,1
Khvicha Kvaratskhelia,GEO,FW,23,Napoli,Serie A,30.4,42,21,11,19,12,15,49,30.6,34,15,1,14,13,55,9,0
Alex Meret,ITA,GK,27,Napoli,Serie A,30.8,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,10,1
Matteo Politano,ITA,FW,30,Napoli,Serie A,26.2,19,8,8,7,4,11,34,32.4,23,9,1,8,15,34,11,1
Amir Rrahmani,KVX,DF,30,Napoli,Serie A,28.9,33,27,17,14,2,16,32,50.0,16,24,10,14,20,53,90,0
Juan Jesus,BRA,DF,32,Napoli,Serie A,23.5,42,19,28,12,2,23,33,69.7,10,23,12,11,23,65,67,1
Piotr Zieliński,POL,MF,30,Napoli,Serie A,21.4,23,15,6,13,4,12,24,50.0,12,12,1,11,9,32,15,0
Victor Osimhen,NGA,FW,25,Napoli,Serie A,22.0,9,5,0,4,5,2,4,50.0,2,5,1,4,2,11,18,0
Leo Skiri Østigård,NOR,DF,24,Napoli,Serie A,18.1,24,12,13,10,1,6,11,54.5,5,18,12,6,16,40,65,0
Mathías Olivera,URU,DF,26,Napoli,Serie A,17.4,50,29,29,15,6,23,39,59.0,16,35,6,29,20,70,25,0
Giacomo Raspadori,ITA,"FW,MF",24,Napoli,Serie A,17.6,21,10,6,10,5,6,15,40.0,9,15,1,14,3,24,7,0
Mário Rui,POR,DF,33,Napoli,Serie A,13.4,27,15,17,5,5,14,21,66.7,7,17,2,15,15,42,19,0
Jens Cajuste,SWE,MF,24,Napoli,Serie A,11.3,36,24,13,17,6,20,37,54.1,17,20,3,17,4,40,15,0
Natan,BRA,DF,23,Napoli,Serie A,10.6,14,10,10,3,1,5,10,50.0,5,12,9,3,8,22,32,0
Giovanni Simeone,ARG,FW,28,Napoli,Serie A,8.9,12,4,1,3,8,3,12,25.0,9,11,0,11,1,13,7,0
Pierluigi Gollini,ITA,GK,29,Napoli,Serie A,7.0,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,2,0
Hamed Junior Traorè,CIV,MF,24,Napoli,Serie A,4.2,4,2,2,0,2,1,6,16.7,5,3,0,3,2,6,1,1
Pasquale Mazzocchi,ITA,DF,28,Napoli,Serie A,4.8,5,2,1,2,2,2,3,66.7,1,5,1,4,1,6,13,0
Elif Elmas,MKD,"FW,MF",24,Napoli,Serie A,3.8,4,3,1,3,0,2,2,100.0,0,2,0,2,2,6,8,0
Jesper Lindstrøm,DEN,"FW,MF",24,Napoli,Serie A,4.8,8,3,2,3,3,4,8,50.0,4,3,0,3,2,10,6,0
Cyril Ngonge,BEL,FW,24,Napoli,Serie A,3.5,5,3,1,4,0,2,2,100.0,0,2,0,2,0,5,2,0
Gianluca Gaetano,ITA,MF,24,Napoli,Serie A,1.8,4,1,0,4,0,2,4,50.0,2,5,2,3,1,5,4,0
Alessio Zerbin,ITA,"FW,DF",25,Napoli,Serie A,1.7,5,2,1,3,1,2,7,28.6,5,1,0,1,0,5,0,0
Diego Demme,GER,MF,32,Napoli,Serie A,0.8,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
Alessandro Zanoli,ITA,"DF,FW",23,Napoli,Serie A,0.6,1,1,1,0,0,0,0,0.0,0,0,0,0,1,2,1,0
Leander Dendoncker,BEL,MF,29,Napoli,Serie A,0.3,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0
Nikita Contini Baranovsky,ITA,GK,28,Napoli,Serie A,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
Josep Martinez,ESP,GK,26,Genoa,Serie A,36.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,21,3
Morten Frendrup,DEN,MF,23,Genoa,Serie A,34.9,133,72,47,70,16,55,91,60.4,36,55,14,41,51,184,42,1
Albert Guðmundsson,ISL,"FW,MF",26,Genoa,Serie A,33.5,23,10,8,10,5,12,44,27.3,32,15,2,13,11,34,13,0
Johan Vásquez,MEX,DF,25,Genoa,Serie A,31.7,51,33,38,11,2,32,50,64.0,18,50,26,24,45,96,113,0
Milan Badelj,CRO,MF,35,Genoa,Serie A,28.2,51,27,23,24,4,24,61,39.3,37,45,13,32,50,101,54,1
Stefano Sabelli,ITA,DF,31,Genoa,Serie A,27.0,50,24,28,19,3,15,46,32.6,31,27,6,21,23,73,35,0
Mattia Bani,ITA,DF,30,Genoa,Serie A,25.6,26,10,18,7,1,11,22,50.0,11,51,31,20,22,48,116,1
Koni De Winter,BEL,DF,21,Genoa,Serie A,26.4,44,25,26,13,5,21,31,67.7,10,30,10,20,21,65,78,0
Mateo Retegui,ITA,FW,25,Genoa,Serie A,24.6,17,9,7,8,2,6,20,30.0,14,18,2,16,0,17,30,0
Radu Drăgușin,ROU,DF,22,Genoa,Serie A,19.0,16,11,9,6,1,8,9,88.9,1,18,12,6,21,37,87,3
Ruslan Malinovskyi,UKR,MF,31,Genoa,Serie A,17.2,35,20,18,11,6,17,41,41.5,24,22,8,14,5,40,16,0
Aarón Martín,ESP,DF,27,Genoa,Serie A,15.3,21,10,7,10,4,9,22,40.9,13,12,4,8,9,30,15,0
Kevin Strootman,NED,MF,34,Genoa,Serie A,13.4,34,19,13,18,3,15,31,48.4,16,20,6,14,7,41,22,0
Alessandro Vogliacco,ITA,DF,25,Genoa,Serie A,13.0,23,15,14,8,1,12,15,80.0,3,16,10,6,30,53,40,1
Junior Messias,BRA,"MF,DF",33,Genoa,Serie A,11.7,26,20,19,5,2,8,19,42.1,11,9,1,8,5,31,22,0
Caleb Ekuban,GHA,FW,30,Genoa,Serie A,12.6,8,4,2,4,2,5,9,55.6,4,11,3,8,1,9,7,0
Morten Thorsby,NOR,MF,28,Genoa,Serie A,12.9,19,11,9,8,2,7,14,50.0,7,21,5,16,4,23,20,0
Djed Spence,ENG,DF,23,Genoa,Serie A,9.5,16,10,12,4,0,8,10,80.0,2,20,5,15,8,24,28,0
Ridgeciano Haps,SUR,DF,30,Genoa,Serie A,8.6,7,6,3,2,2,5,8,62.5,3,3,0,3,6,13,11,1
Vitinha,POR,"FW,MF",24,Genoa,Serie A,3.2,2,2,1,0,1,1,2,50.0,1,2,0,2,0,2,2,0
Nicola Leali,ITA,GK,31,Genoa,Serie A,2.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
George Pușcaș,ROU,FW,28,Genoa,Serie A,2.1,0,0,0,0,0,0,3,0.0,3,1,0,1,0,0,1,0
Silvan Hefti,SUI,"MF,DF",26,Genoa,Serie A,1.3,6,1,2,3,1,4,7,57.1,3,2,0,2,0,6,1,0
Giorgio Cittadini,ITA,DF,22,Genoa,Serie A,1.2,5,4,4,1,0,3,3,100.0,0,1,0,1,3,8,5,0
Alan Matturro,URU,DF,19,Genoa,Serie A,1.2,1,1,1,0,0,1,1,100.0,0,6,3,3,2,3,4,0
Davide Biraschi,ITA,DF,29,Genoa,Serie A,1.0,3,3,1,2,0,1,3,33.3,2,0,0,0,2,5,5,0
Berkan Kutlu,TUR,MF,26,Genoa,Serie A,2.2,6,4,5,1,0,3,6,50.0,3,3,0,3,4,10,5,0
David Akpan Ankeye,NGA,FW,22,Genoa,Serie A,0.6,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0
Emil Bohinen,NOR,MF,25,Genoa,Serie A,0.6,1,1,0,1,0,0,0,0.0,0,1,0,1,0,1,3,0
Seydou Fini,ITA,"DF,FW",17,Genoa,Serie A,0.4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Filip Jagiełło,POL,MF,26,Genoa,Serie A,0.4,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,0,0
Pablo Galdames Millán,CHI,"MF,DF",27,Genoa,Serie A,0.1,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
Daniele Sommariva,ITA,GK,26,Genoa,Serie A,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Christos Papadopoulos,GRE,FW,19,Genoa,Serie A,0.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Matteo Pessina,ITA,MF,27,Monza,Serie A,35.8,44,25,20,20,4,23,49,46.9,26,29,11,18,27,71,46,1
Andrea Colpani,ITA,"MF,FW",25,Monza,Serie A,29.5,25,15,6,13,6,11,20,55.0,9,11,4,7,14,39,14,0
Michele Di Gregorio,ITA,GK,26,Monza,Serie A,31.9,1,0,1,0,0,1,4,25.0,3,1,0,1,1,2,10,2
Pablo Marí,ESP,DF,30,Monza,Serie A,29.1,41,25,34,7,0,22,34,64.7,12,40,25,15,37,78,115,1
Roberto Gagliardini,ITA,"MF,DF",30,Monza,Serie A,26.2,61,30,27,25,9,31,50,62.0,19,30,11,19,31,92,38,0
Dany Mota,POR,"FW,MF",26,Monza,Serie A,22.8,13,7,2,5,6,8,17,47.1,9,4,1,3,2,15,18,0
Luca Caldirola,ITA,DF,33,Monza,Serie A,23.8,25,14,19,4,2,13,22,59.1,9,26,17,9,29,54,53,0
Samuele Birindelli,ITA,DF,24,Monza,Serie A,22.4,28,19,16,7,5,14,25,56.0,11,30,11,19,18,46,48,0
Giorgos Kyriakopoulos,GRE,DF,28,Monza,Serie A,19.0,19,10,16,3,0,11,24,45.8,13,18,1,17,13,32,28,0
Armando Izzo,ITA,DF,32,Monza,Serie A,18.3,27,17,17,9,1,16,27,59.3,11,20,16,4,27,54,49,1
Patrick Ciurria,ITA,"DF,MF",29,Monza,Serie A,17.8,30,18,13,13,4,13,21,61.9,8,20,5,15,9,39,28,0
Danilo D'Ambrosio,ITA,DF,35,Monza,Serie A,17.1,57,34,34,20,3,28,41,68.3,13,22,13,9,14,71,31,0
Andrea Carboni,ITA,DF,23,Monza,Serie A,16.5,38,22,24,12,2,20,31,64.5,11,23,13,10,17,55,56,1
Lorenzo Colombo,ITA,FW,22,Monza,Serie A,15.1,17,12,3,9,5,8,14,57.1,6,18,5,13,0,17,14,0
Warren Bondo,FRA,MF,20,Monza,Serie A,16.4,29,22,16,10,3,13,17,76.5,4,13,3,10,6,35,13,0
Milan Đurić,BIH,FW,34,Monza,Serie A,14.0,5,5,0,5,0,2,4,50.0,2,6,2,4,0,5,27,0
Valentin Carboni,ARG,"MF,FW",19,Monza,Serie A,13.0,25,15,10,12,3,8,26,30.8,18,12,1,11,7,32,4,0
Pedro Pereira,POR,DF,26,Monza,Serie A,9.3,19,13,14,4,1,9,17,52.9,8,15,2,13,4,23,18,0
Jean-Daniel Akpa-Akpro,CIV,MF,31,Monza,Serie A,7.8,20,11,14,4,2,3,9,33.3,6,10,4,6,12,32,15,0
Alessio Zerbin,ITA,"DF,FW",25,Monza,Serie A,7.6,18,10,13,2,3,4,13,30.8,9,16,3,13,3,21,5,0
Alessandro Sorrentino,ITA,GK,22,Monza,Serie A,6.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Gianluca Caprari,ITA,"MF,FW",30,Monza,Serie A,3.2,2,1,1,1,0,0,1,0.0,1,0,0,0,2,4,0,0
Samuele Vignato,ITA,"MF,FW",20,Monza,Serie A,3.8,6,4,2,3,1,2,3,66.7,1,2,0,2,1,7,1,0
Daniel Maldini,ITA,"MF,FW",22,Monza,Serie A,3.7,3,2,0,2,1,3,6,50.0,3,2,0,2,2,5,1,0
Pepín,EQG,"MF,FW",27,Monza,Serie A,2.7,6,1,1,4,1,2,4,50.0,2,5,2,3,0,6,6,0
Mirko Marić,CRO,FW,29,Monza,Serie A,3.2,4,0,2,1,1,0,2,0.0,2,4,0,4,2,6,3,0
Papu Gómez,ARG,"MF,FW",36,Monza,Serie A,0.5,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0
Giulio Donati,ITA,DF,34,Monza,Serie A,0.4,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1
Giorgio Cittadini,ITA,DF,22,Monza,Serie A,0.2,1,1,1,0,0,1,1,100.0,0,1,1,0,0,1,0,0
Andrea Ferraris,ITA,MF,21,Monza,Serie A,0.1,1,1,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0
Davide Bettella,ITA,MF,24,Monza,Serie A,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Lorenzo Montipò,ITA,GK,28,Hellas Verona,Serie A,37.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,25,2
Michael Folorunsho,ITA,"MF,FW",26,Hellas Verona,Serie A,30.9,50,28,21,22,7,23,57,40.4,34,45,12,33,17,67,44,2
Ondrej Duda,SVK,MF,29,Hellas Verona,Serie A,27.3,59,39,17,35,7,31,52,59.6,21,29,12,17,26,85,21,0
Giangiacomo Magnani,ITA,DF,28,Hellas Verona,Serie A,27.2,33,18,23,10,0,15,25,60.0,10,50,28,22,45,78,118,0
Paweł Dawidowicz,POL,DF,29,Hellas Verona,Serie A,23.8,53,30,33,18,2,17,29,58.6,12,17,9,8,24,77,114,1
Tomáš Suslov,SVK,"MF,FW",21,Hellas Verona,Serie A,23.2,42,30,11,22,9,15,47,31.9,32,15,0,15,6,48,8,0
Darko Lazović,SRB,"FW,MF",33,Hellas Verona,Serie A,21.4,26,16,11,6,9,16,31,51.6,15,10,1,9,6,32,14,0
Jackson Tchatchoua,CMR,DF,22,Hellas Verona,Serie A,19.2,39,26,25,12,2,23,48,47.9,25,17,7,10,23,62,49,2
Suat Serdar,GER,MF,27,Hellas Verona,Serie A,18.4,51,39,24,23,4,22,45,48.9,23,29,7,22,20,71,25,1
Diego Coppola,ITA,DF,20,Hellas Verona,Serie A,18.2,36,22,25,9,2,20,33,60.6,13,26,9,17,27,63,89,1
Juan David Cabal,COL,DF,23,Hellas Verona,Serie A,16.6,36,27,19,14,3,18,29,62.1,11,30,9,21,26,62,55,2
Cyril Ngonge,BEL,"FW,MF",24,Hellas Verona,Serie A,15.9,14,9,5,3,6,5,14,35.7,9,7,1,6,4,18,10,0
Tijjani Noslin,NED,"FW,MF",24,Hellas Verona,Serie A,14.9,18,8,5,7,6,6,16,37.5,10,17,2,15,2,20,14,0
Filippo Terracciano,ITA,DF,21,Hellas Verona,Serie A,14.4,30,19,23,6,1,17,31,54.8,14,24,6,18,20,50,17,0
Milan Đurić,BIH,FW,34,Hellas Verona,Serie A,13.4,1,0,0,0,1,0,3,0.0,3,0,0,0,1,2,13,0
Martin Hongla,CMR,MF,26,Hellas Verona,Serie A,12.0,24,13,9,13,2,8,11,72.7,3,8,3,5,7,31,24,0
Josh Doig,SCO,DF,22,Hellas Verona,Serie A,9.2,16,9,9,7,0,13,17,76.5,4,12,3,9,4,20,17,1
Federico Bonazzoli,ITA,"FW,MF",27,Hellas Verona,Serie A,11.3,4,1,1,3,0,1,8,12.5,7,9,1,8,3,7,3,0
Isak Hien,SWE,DF,25,Hellas Verona,Serie A,9.6,17,10,10,7,0,10,19,52.6,9,12,5,7,7,24,33,1
Fabien Centonze,FRA,DF,28,Hellas Verona,Serie A,7.5,14,8,10,4,0,5,10,50.0,5,14,2,12,10,24,18,0
Davide Faraoni,ITA,DF,32,Hellas Verona,Serie A,6.7,13,10,5,6,2,7,10,70.0,3,9,5,4,6,19,21,0
Bruno Amione,ARG,DF,22,Hellas Verona,Serie A,6.4,11,3,9,2,0,4,5,80.0,1,4,2,2,9,20,19,2
Jordi Mboula,ESP,"FW,MF",25,Hellas Verona,Serie A,3.4,4,4,1,2,1,4,7,57.1,3,4,1,3,1,5,0,0
Stefan Mitrović,SRB,"FW,MF",21,Hellas Verona,Serie A,4.3,6,3,0,5,1,2,5,40.0,3,6,1,5,0,6,4,0
Karol Świderski,POL,"FW,MF",27,Hellas Verona,Serie A,5.6,7,3,1,3,3,2,3,66.7,1,6,4,2,1,8,8,0
Daniel Bandeira,POR,MF,24,Hellas Verona,Serie A,5.0,6,5,1,4,1,3,7,42.9,4,3,0,3,3,9,9,0
Riccardo Saponara,ITA,"FW,MF",32,Hellas Verona,Serie A,3.8,3,1,2,0,1,1,7,14.3,6,4,0,4,0,3,2,0
Thomas Henry,FRA,FW,29,Hellas Verona,Serie A,3.7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,0
Rúben Vinagre,POR,"DF,FW",25,Hellas Verona,Serie A,3.1,4,2,1,1,2,3,4,75.0,1,6,3,3,1,5,4,0
Juan Cruz,ARG,"FW,MF",24,Hellas Verona,Serie A,1.2,2,2,0,0,2,0,0,0.0,0,1,0,1,1,3,0,0
Reda Belahyane,FRA,MF,19,Hellas Verona,Serie A,1.0,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0
Simone Perilli,ITA,GK,29,Hellas Verona,Serie A,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Elayis Tavsan,NED,"MF,FW",23,Hellas Verona,Serie A,0.6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Charlys,BRA,MF,20,Hellas Verona,Serie A,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0
Alphadjo Cissè,ITA,FW,17,Hellas Verona,Serie A,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Yayah Kallon,SLE,FW,22,Hellas Verona,Serie A,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Wladimiro Falcone,ITA,GK,29,Lecce,Serie A,38.0,0,0,0,0,0,0,0,0.0,0,1,0,1,1,1,21,2
Federico Baschirotto,ITA,DF,27,Lecce,Serie A,36.6,21,12,16,5,0,8,15,53.3,7,42,26,16,23,44,144,1
Marin Pongračić,CRO,DF,26,Lecce,Serie A,35.8,43,30,22,20,1,19,25,76.0,6,37,26,11,51,94,130,1
Valentin Gendrey,FRA,DF,23,Lecce,Serie A,33.8,55,33,35,16,4,30,46,65.2,16,40,11,29,35,90,99,0
Ylber Ramadani,ALB,MF,28,Lecce,Serie A,33.0,68,41,32,29,7,37,96,38.5,59,54,13,41,44,112,44,0
Antonino Gallo,ITA,DF,24,Lecce,Serie A,27.7,43,27,31,11,1,31,49,63.3,18,34,9,25,25,68,67,0
Nikola Krstović,MNE,FW,24,Lecce,Serie A,26.4,17,6,3,9,5,6,10,60.0,4,12,4,8,4,21,22,0
Pontus Almqvist,SWE,"FW,MF",24,Lecce,Serie A,23.4,45,29,16,22,7,23,51,45.1,28,21,2,19,14,59,10,0
Remi Oudin,FRA,"MF,FW",27,Lecce,Serie A,20.2,26,14,12,12,2,12,19,63.2,7,13,1,12,20,46,22,0
Patrick Dorgu,DEN,"DF,MF",19,Lecce,Serie A,17.4,43,22,22,17,4,22,34,64.7,12,16,5,11,9,52,45,2
Lameck Banda,ZAM,FW,23,Lecce,Serie A,15.0,27,23,11,12,4,7,21,33.3,14,18,0,18,3,30,7,0
Hamza Rafia,TUN,MF,25,Lecce,Serie A,13.4,44,31,13,27,4,13,30,43.3,17,27,1,26,11,55,13,0
Alexis Blin,FRA,MF,27,Lecce,Serie A,18.2,33,19,11,19,3,15,43,34.9,28,16,2,14,22,55,39,0
Mohamed Kaba,FRA,MF,22,Lecce,Serie A,15.3,39,23,15,16,8,17,34,50.0,17,22,4,18,12,51,13,0
