player,nationality,position,age,club,league,minutes_90s,touches,touches_dpa,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_apa,touches_live_ball,TO,TO_won,TO_won_pct,TO_tkld,TO_tkld_pct,carries,carries_dist,carries_prog_dist,prog_carries,carries_into_final_3rd,carries_into_pa,miscontrols,dispossesed,passes_rec,prog_passes_rec
Musa Al-Taamari,JOR,FW,26,Montpellier,Ligue 1,21.4,843,8,95,331,444,92,843,115,44,38.3,61,53.0,641,5046,2262,81,59,46,80,32,603,168
Jordan Ferri,FRA,MF,31,Montpellier,Ligue 1,22.6,1525,51,347,877,320,18,1525,36,17,47.2,19,52.8,1231,6540,2900,37,43,5,45,33,1132,68
Boubakar Kouyaté,MLI,DF,26,Montpellier,Ligue 1,21.4,1155,170,630,490,36,21,1155,3,3,100.0,0,0.0,704,3753,1773,4,3,1,15,2,622,3
Issiaga Sylla,GUI,"DF,FW",29,Montpellier,Ligue 1,16.2,899,82,289,410,212,30,899,19,10,52.6,9,47.4,531,3116,1562,29,21,2,30,14,452,51
Falaye Sacko,MLI,DF,28,Montpellier,Ligue 1,15.4,922,54,288,425,220,11,922,19,11,57.9,8,42.1,548,3276,1612,38,28,5,14,7,472,42
Arnaud Nordin,FRA,"FW,MF",25,Montpellier,Ligue 1,13.8,551,6,66,227,271,66,551,55,33,60.0,15,27.3,441,3428,1667,56,48,25,42,19,422,125
Christopher Jullien,FRA,DF,30,Montpellier,Ligue 1,13.7,688,169,402,275,13,10,688,2,1,50.0,0,0.0,402,2023,931,1,1,0,7,0,364,4
Wahbi Khazri,TUN,FW,32,Montpellier,Ligue 1,12.6,483,14,67,233,192,52,483,38,14,36.8,23,60.5,363,2339,1031,27,22,10,31,14,351,76
Modibo Sagnan,MLI,DF,24,Montpellier,Ligue 1,11.7,676,107,342,306,31,13,676,2,2,100.0,0,0.0,447,2290,1211,7,3,0,6,3,408,5
Maxime Estève,FRA,DF,21,Montpellier,Ligue 1,11.1,493,79,256,218,26,9,493,5,2,40.0,3,60.0,282,1411,699,8,4,1,5,1,249,10
Lucas Mincarelli,FRA,"DF,MF",19,Montpellier,Ligue 1,10.9,572,38,190,253,135,10,572,22,8,36.4,13,59.1,312,2156,998,24,27,1,11,15,276,40
Enzo Tchato,CMR,DF,20,Montpellier,Ligue 1,12.5,741,39,222,332,196,10,741,5,4,80.0,1,20.0,462,2825,1543,26,31,3,9,2,425,57
Khalil Fayad,FRA,"FW,MF",19,Montpellier,Ligue 1,11.4,473,12,95,242,139,24,473,23,10,43.5,11,47.8,338,1944,832,18,14,4,15,14,307,47
Silvan Hefti,SUI,"DF,FW",25,Montpellier,Ligue 1,7.9,391,21,128,162,107,10,391,10,7,70.0,2,20.0,238,1488,736,14,9,1,5,6,209,36
Tanguy Coulibaly,FRA,"FW,MF",22,Montpellier,Ligue 1,6.9,289,3,61,116,125,36,289,26,17,65.4,7,26.9,207,1736,871,27,24,14,31,15,192,48
Dimitry Bertaud,COD,GK,25,Montpellier,Ligue 1,4.0,152,139,152,0,0,0,152,0,0,0.0,0,0.0,111,628,307,0,0,0,0,0,62,0
Léo Leroy,FRA,MF,23,Montpellier,Ligue 1,5.5,270,18,98,130,48,6,270,14,5,35.7,9,64.3,168,944,408,8,5,1,8,5,145,9
Théo Sainte-Luce,FRA,DF,24,Montpellier,Ligue 1,3.8,229,20,80,109,43,4,229,9,3,33.3,5,55.6,120,639,326,8,6,1,5,1,110,6
Yann Karamoh,FRA,"FW,MF",25,Montpellier,Ligue 1,3.2,134,1,11,57,68,8,134,12,6,50.0,6,50.0,103,742,257,7,8,0,14,9,103,28
Axel Gueguin,FRA,"DF,FW",18,Montpellier,Ligue 1,1.5,68,4,30,24,14,2,68,2,1,50.0,1,50.0,35,240,86,2,2,1,3,3,29,6
Othmane Maamma,FRA,FW,17,Montpellier,Ligue 1,1.0,49,1,9,23,22,5,49,10,6,60.0,4,40.0,39,448,138,7,6,3,5,5,35,3
Kelvin Yeboah,ITA,FW,23,Montpellier,Ligue 1,3.1,126,7,23,43,61,18,126,14,8,57.1,4,28.6,89,615,280,9,6,6,13,6,85,25
Sacha Delaye,FRA,"MF,FW",21,Montpellier,Ligue 1,1.4,72,0,8,24,41,9,72,3,2,66.7,1,33.3,48,284,132,2,4,1,6,0,45,8
Elye Wahi,FRA,FW,20,Montpellier,Ligue 1,0.2,10,0,0,5,6,1,10,1,1,100.0,0,0.0,8,82,17,1,1,1,3,0,8,2
Yanis Issoufou,FRA,MF,16,Montpellier,Ligue 1,0.1,3,0,1,1,2,0,3,1,0,0.0,1,100.0,5,31,0,0,1,0,0,1,3,1
Mamadou Sakho,FRA,DF,33,Montpellier,Ligue 1,0.1,18,1,11,7,0,0,18,0,0,0.0,0,0.0,15,50,36,0,0,0,0,0,15,0
Lucas Perrin,FRA,DF,24,Strasbourg,Ligue 1,30.3,2122,350,1141,937,58,24,2122,10,5,50.0,4,40.0,1553,9267,5259,17,11,2,15,4,1446,8
Frederic Guilbert,FRA,"DF,MF",28,Strasbourg,Ligue 1,27.7,1843,143,652,831,379,17,1843,34,19,55.9,14,41.2,1151,6306,2506,32,35,3,26,13,1028,70
Habib Diarra,SEN,"MF,FW",19,Strasbourg,Ligue 1,25.6,1107,30,202,623,308,30,1106,60,33,55.0,20,33.3,859,5471,2388,59,62,10,37,28,786,88
Dilane Bakwa,FRA,"FW,MF",20,Strasbourg,Ligue 1,24.2,1158,20,127,487,577,75,1158,121,52,43.0,62,51.2,806,6019,2898,94,76,24,49,38,756,204
Thomas Delaine,FRA,"DF,MF",31,Strasbourg,Ligue 1,22.7,1097,59,304,415,386,26,1097,33,19,57.6,14,42.4,692,4524,2037,63,45,5,33,11,627,151
Marvin Senaya,TOG,"DF,MF",22,Strasbourg,Ligue 1,23.8,1465,81,458,693,329,27,1465,72,27,37.5,35,48.6,875,5438,2495,48,43,6,37,12,802,81
Emanuel Emegha,NED,FW,20,Strasbourg,Ligue 1,23.1,504,28,44,237,232,88,503,34,10,29.4,22,64.7,352,2016,598,24,19,13,46,29,366,115
Abakar Sylla,CIV,DF,20,Strasbourg,Ligue 1,19.9,1490,201,717,729,56,18,1490,13,9,69.2,4,30.8,1060,5999,3215,8,11,0,14,7,962,2
Matz Sels,BEL,GK,31,Strasbourg,Ligue 1,19.0,664,582,657,7,0,0,664,0,0,0.0,0,0.0,452,2379,1252,0,0,0,0,0,345,0
Ismaël Doukouré,FRA,"MF,DF",20,Strasbourg,Ligue 1,18.4,919,56,273,585,72,2,919,31,22,71.0,9,29.0,672,3877,1720,15,16,0,11,24,607,7
Ibrahima Sissoko,MLI,MF,25,Strasbourg,Ligue 1,18.2,952,58,234,550,185,29,952,21,11,52.4,7,33.3,625,3371,1422,15,30,1,27,23,563,18
Junior Mwanga,FRA,"MF,FW",20,Strasbourg,Ligue 1,16.1,714,44,188,370,168,25,714,46,28,60.9,15,32.6,471,3113,1427,28,20,6,32,24,425,37
Alaa Bellaarouch,MAR,GK,21,Strasbourg,Ligue 1,15.0,542,413,540,3,0,0,542,0,0,0.0,0,0.0,415,2305,1282,0,1,1,0,0,300,0
Kévin Gameiro,FRA,"FW,MF",36,Strasbourg,Ligue 1,15.0,571,5,51,272,256,46,569,13,7,53.8,5,38.5,448,2487,909,26,25,10,25,15,428,81
Gerzino Nyamsi,FRA,DF,26,Strasbourg,Ligue 1,12.1,739,122,416,314,13,10,739,3,3,100.0,0,0.0,552,2838,1185,3,1,0,5,1,489,3
Angelo Borges,BRA,"FW,MF",18,Strasbourg,Ligue 1,12.2,593,7,76,261,282,27,593,56,30,53.6,23,41.1,464,4032,1883,50,47,6,44,24,411,109
Andrey Santos,BRA,MF,19,Strasbourg,Ligue 1,9.2,614,15,135,398,86,7,614,19,8,42.1,9,47.4,476,2609,1018,5,19,0,12,10,437,15
Jessy Deminguet,FRA,"MF,FW",25,Strasbourg,Ligue 1,7.7,334,10,67,199,75,8,334,7,2,28.6,4,57.1,238,1408,438,7,10,1,11,5,209,13
Saidou Sow,GUI,DF,21,Strasbourg,Ligue 1,8.0,440,60,230,202,14,6,440,6,4,66.7,1,16.7,315,1797,1010,1,3,0,3,3,281,0
Dion Moise Sahi,CIV,"MF,FW",21,Strasbourg,Ligue 1,7.0,268,4,35,129,109,29,268,13,4,30.8,9,69.2,187,1154,503,13,10,4,22,6,179,42
Lebo Mothiba,RSA,FW,27,Strasbourg,Ligue 1,6.9,183,13,17,64,103,37,183,5,4,80.0,1,20.0,141,806,280,8,6,5,16,11,152,27
Jean-Ricner Bellegarde,FRA,"MF,FW",25,Strasbourg,Ligue 1,3.0,135,2,27,68,44,5,135,15,8,53.3,5,33.3,102,751,275,9,7,1,6,13,88,10
Jérémy Sebas,MTQ,"FW,MF",20,Strasbourg,Ligue 1,4.4,123,4,14,44,69,14,123,18,10,55.6,8,44.4,97,797,329,13,9,7,9,8,97,39
Rabby Nzingoula,CGO,"MF,FW",17,Strasbourg,Ligue 1,1.5,68,3,16,31,23,2,68,4,2,50.0,2,50.0,40,283,125,3,3,1,3,2,33,6
Aboubacar Ali,FRA,"MF,FW",17,Strasbourg,Ligue 1,1.4,56,1,4,19,35,7,56,3,1,33.3,2,66.7,41,312,79,3,1,1,4,2,36,12
Sanjin Prcić,BIH,MF,29,Strasbourg,Ligue 1,1.0,54,0,12,33,9,0,54,0,0,0.0,0,0.0,40,223,84,0,0,0,1,0,36,0
Eduard Sobol,UKR,DF,28,Strasbourg,Ligue 1,0.3,15,1,2,9,4,0,15,0,0,0.0,0,0.0,10,114,69,2,3,0,0,0,9,0
Mohamed Bechikh,FRA,"FW,MF",18,Strasbourg,Ligue 1,0.2,10,0,0,9,1,0,10,2,0,0.0,2,100.0,5,42,24,0,0,0,1,0,7,3
Patrick Ouotro,CIV,FW,17,Strasbourg,Ligue 1,0.1,3,0,1,1,1,0,3,0,0,0.0,0,0.0,1,18,18,1,0,0,0,0,1,0
Steven Baseya,FRA,DF,18,Strasbourg,Ligue 1,0.1,15,3,9,6,0,0,15,0,0,0.0,0,0.0,9,38,7,0,0,0,0,0,7,0
Pedro Chirivella,ESP,MF,26,Nantes,Ligue 1,28.8,1935,61,373,1260,310,26,1935,8,5,62.5,2,25.0,1529,6608,2446,10,23,4,23,14,1440,55
Alban Lafont,FRA,GK,24,Nantes,Ligue 1,27.7,1081,914,1075,6,0,0,1081,1,0,0.0,0,0.0,768,3646,1792,0,0,0,1,0,561,0
Jean-Charles Castelletto,CMR,DF,28,Nantes,Ligue 1,27.4,1560,149,659,758,150,22,1560,14,8,57.1,6,42.9,1111,5891,2885,24,22,1,15,7,1004,31
Florent Mollet,FRA,"MF,FW",31,Nantes,Ligue 1,23.1,1298,27,170,628,508,58,1298,35,13,37.1,20,57.1,939,4799,1549,27,31,9,40,15,867,145
Mostafa Mohamed,EGY,FW,25,Nantes,Ligue 1,22.2,673,34,85,322,280,103,670,35,15,42.9,18,51.4,430,2709,740,23,18,10,82,37,456,115
Eray Cömert,SUI,DF,25,Nantes,Ligue 1,22.2,1280,204,680,581,32,9,1280,2,1,50.0,1,50.0,910,4794,2354,7,6,0,5,1,825,3
Douglas,BRA,MF,26,Nantes,Ligue 1,19.7,1248,66,310,757,195,14,1248,8,2,25.0,4,50.0,892,4287,1756,12,16,1,16,8,806,18
Moussa Sissoko,FRA,MF,33,Nantes,Ligue 1,20.2,823,47,175,452,211,19,823,22,10,45.5,11,50.0,580,3296,1644,30,25,1,23,8,512,59
Moses Simon,NGA,"FW,MF",28,Nantes,Ligue 1,19.9,706,6,50,233,441,117,705,89,47,52.8,38,42.7,571,5417,2905,146,53,55,60,37,561,214
Marcus Coco,FRA,"DF,FW",27,Nantes,Ligue 1,16.5,831,49,208,401,231,14,831,31,12,38.7,12,38.7,539,3134,1306,28,31,1,26,11,483,65
Nicolas Pallois,FRA,DF,35,Nantes,Ligue 1,17.7,1005,180,521,450,42,7,1005,12,9,75.0,3,25.0,596,3249,1623,6,6,0,6,3,520,2
Jean-Kevin Duverne,HAI,DF,26,Nantes,Ligue 1,15.0,894,53,324,444,133,6,894,15,9,60.0,6,40.0,621,3240,1644,18,28,1,21,8,556,23
Quentin Merlin,FRA,DF,21,Nantes,Ligue 1,14.3,984,39,245,452,297,19,984,19,10,52.6,9,47.4,661,3678,1787,34,38,5,17,6,596,62
Matthis Abline,FRA,FW,20,Nantes,Ligue 1,11.6,386,9,36,153,209,65,386,33,19,57.6,14,42.4,294,1979,906,28,24,14,50,14,287,87
Samuel Moutoussamy,COD,MF,26,Nantes,Ligue 1,12.3,634,20,144,361,134,21,634,12,5,41.7,6,50.0,446,2333,1197,20,17,2,19,9,393,33
Nathan Zeze,FRA,DF,18,Nantes,Ligue 1,11.4,580,65,298,273,9,3,580,0,0,0.0,0,0.0,399,2126,1219,1,2,0,4,0,369,2
Kelvin Amian,FRA,DF,25,Nantes,Ligue 1,8.9,430,34,130,193,107,4,430,7,3,42.9,4,57.1,242,1402,609,12,10,0,11,7,232,21
Nicolas Cozza,FRA,DF,24,Nantes,Ligue 1,9.9,485,24,164,214,113,11,485,10,2,20.0,4,40.0,263,1352,588,11,9,2,10,8,242,30
Tino Kadewere,ZIM,"FW,MF",27,Nantes,Ligue 1,8.7,315,9,36,159,125,30,314,24,9,37.5,12,50.0,214,1179,407,15,5,6,26,19,215,53
Ronaël Pierre-Gabriel,FRA,DF,25,Nantes,Ligue 1,6.6,376,35,153,146,82,8,376,8,4,50.0,4,50.0,216,1426,659,12,13,0,9,3,202,12
Rémy Descamps,FRA,GK,27,Nantes,Ligue 1,6.0,237,209,237,0,0,0,237,0,0,0.0,0,0.0,132,787,511,0,0,0,0,0,76,0
Bénie Adama Traore,CIV,"FW,MF",20,Nantes,Ligue 1,5.6,212,4,19,91,110,23,212,25,13,52.0,11,44.0,152,1195,585,23,15,7,19,9,140,45
Adson,BRA,"MF,FW",22,Nantes,Ligue 1,2.6,163,0,18,81,68,10,163,8,5,62.5,3,37.5,137,934,451,18,9,4,4,4,127,19
Ignatius Ganago,CMR,"FW,MF",24,Nantes,Ligue 1,2.0,77,1,4,24,51,10,77,1,0,0.0,1,100.0,64,438,109,7,2,3,4,3,62,26
Abdoul Kader Bamba,FRA,"FW,MF",29,Nantes,Ligue 1,6.8,423,8,46,177,204,26,423,31,10,32.3,14,45.2,346,2364,1179,41,25,13,17,13,327,73
Marquinhos,BRA,"FW,MF",20,Nantes,Ligue 1,1.7,99,3,17,42,40,8,99,7,4,57.1,3,42.9,66,308,115,2,2,1,2,6,60,11
Fabien Centonze,FRA,DF,27,Nantes,Ligue 1,1.0,63,2,14,31,20,1,63,3,0,0.0,3,100.0,43,288,131,5,4,0,0,0,39,5
Bastien Meupiyou,FRA,DF,17,Nantes,Ligue 1,0.1,7,1,4,3,1,0,7,0,0,0.0,0,0.0,4,42,5,0,0,0,1,0,3,0
Jaouen Hadjam,ALG,DF,20,Nantes,Ligue 1,1.2,120,5,25,57,39,2,120,0,0,0.0,0,0.0,91,592,301,6,3,0,4,3,84,17
Stredair Appuah,FRA,"FW,MF",19,Nantes,Ligue 1,0.9,42,1,7,20,15,3,42,6,4,66.7,2,33.3,27,188,92,3,1,1,4,1,26,2
Denis Petrić,SRB,GK,35,Nantes,Ligue 1,0.3,8,7,8,0,0,0,8,0,0,0.0,0,0.0,6,38,16,0,0,0,0,0,4,0
Hugo Boutsingkham,FRA,"MF,FW",20,Nantes,Ligue 1,0.1,3,1,3,0,0,0,3,1,0,0.0,1,100.0,1,4,0,0,0,0,0,0,1,0
Adel Mahamoud,COM,FW,20,Nantes,Ligue 1,0.1,5,0,0,3,2,0,5,1,1,100.0,0,0.0,3,12,4,0,0,0,1,0,2,1
Enzo Mongo,FRA,DF,18,Nantes,Ligue 1,0.1,5,1,3,2,0,0,5,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
Lamine Diack,SEN,MF,22,Nantes,Ligue 1,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
Arthur Desmas,FRA,GK,29,Le Havre,Ligue 1,33.0,1020,830,1014,6,0,0,1020,0,0,0.0,0,0.0,644,3883,2466,0,0,0,1,0,376,0
Gautier Lloris,FRA,DF,28,Le Havre,Ligue 1,30.9,1733,266,915,752,75,34,1733,10,4,40.0,5,50.0,1187,5795,2971,13,14,0,9,2,1077,5
Arouna Sangante,SEN,DF,21,Le Havre,Ligue 1,29.9,1827,193,760,863,224,35,1827,17,11,64.7,4,23.5,1163,6282,2969,20,23,2,19,15,1045,27
Christopher Operi,CIV,DF,26,Le Havre,Ligue 1,27.2,1864,93,589,763,527,15,1864,55,29,52.7,21,38.2,1105,5656,2139,31,49,2,30,23,998,111
Abdoulaye Touré,GUI,MF,29,Le Havre,Ligue 1,25.4,1504,77,385,946,194,17,1502,42,29,69.0,12,28.6,1107,5683,2425,22,37,2,37,28,1006,25
Josué Casimir,FRA,"FW,DF",21,Le Havre,Ligue 1,22.4,1022,30,219,437,391,49,1022,64,23,35.9,37,57.8,675,4753,1870,59,35,22,43,25,618,138
Daler Kuzyaev,RUS,MF,30,Le Havre,Ligue 1,23.2,1246,43,252,602,398,51,1246,23,12,52.2,8,34.8,925,4289,1656,23,32,6,31,15,853,97
Etienne Youte Kinkoue,FRA,DF,21,Le Havre,Ligue 1,21.6,1172,228,658,491,31,13,1172,2,1,50.0,1,50.0,793,4033,1886,12,2,0,8,2,727,3
Yassine Kechta,MAR,MF,21,Le Havre,Ligue 1,20.5,1180,32,226,667,305,27,1180,35,10,28.6,22,62.9,904,4854,2233,41,42,7,24,19,838,67
Emmanuel Sabbi,USA,"FW,MF",25,Le Havre,Ligue 1,17.6,630,17,106,260,272,61,628,60,20,33.3,37,61.7,438,2526,1057,38,16,16,44,22,402,101
Yoann Salmier,GUF,DF,30,Le Havre,Ligue 1,17.4,926,101,413,432,88,19,926,8,5,62.5,3,37.5,575,3006,1489,8,16,0,10,4,511,8
Loïc Nego,HUN,"DF,MF",32,Le Havre,Ligue 1,17.3,784,27,149,367,281,30,784,33,13,39.4,18,54.5,537,2909,1344,30,36,4,15,9,480,102
Mohamed Lamine Bayo,GUI,FW,25,Le Havre,Ligue 1,15.4,479,11,31,205,245,77,477,39,17,43.6,20,51.3,325,1611,585,18,16,14,35,24,346,115
André Ayew,GHA,FW,33,Le Havre,Ligue 1,12.3,389,12,45,181,168,49,389,28,16,57.1,10,35.7,255,1466,501,14,10,5,25,20,273,65
Oussama Targhalline,MAR,MF,21,Le Havre,Ligue 1,11.4,813,30,197,497,135,3,813,16,7,43.8,7,43.8,630,3975,1794,27,32,0,7,5,591,15
Nabil Alioui,FRA,"MF,FW",24,Le Havre,Ligue 1,11.2,485,6,50,224,221,33,485,38,15,39.5,21,55.3,340,1958,846,22,20,7,23,17,328,72
Antoine Joujou,FRA,"FW,MF",20,Le Havre,Ligue 1,8.7,399,10,53,128,228,41,399,53,19,35.8,31,58.5,299,2262,1090,35,21,16,24,26,278,82
Rassoul Ndiaye,SEN,"MF,FW",21,Le Havre,Ligue 1,5.8,328,13,81,188,65,2,328,14,8,57.1,6,42.9,233,1243,502,7,8,0,8,6,207,16
Samuel Grandsir,FRA,"MF,FW",26,Le Havre,Ligue 1,6.7,374,2,39,141,197,24,373,24,7,29.2,16,66.7,285,1909,743,22,23,8,12,10,274,68
Oualid El Hajjam,MAR,"DF,MF",32,Le Havre,Ligue 1,4.4,289,9,96,133,64,10,289,5,4,80.0,1,20.0,191,1013,460,7,5,0,8,1,169,27
Issa Soumaré,SEN,"FW,MF",22,Le Havre,Ligue 1,2.6,98,4,8,49,43,6,98,11,3,27.3,4,36.4,63,406,143,4,5,1,11,2,71,18
Andy Logbo,FRA,FW,19,Le Havre,Ligue 1,2.8,79,4,9,36,35,12,79,5,4,80.0,1,20.0,55,290,57,1,0,1,16,7,46,7
Steve Ngoura,FRA,"FW,MF",18,Le Havre,Ligue 1,2.5,83,3,6,37,41,12,83,4,3,75.0,1,25.0,62,305,100,3,3,1,12,2,59,19
Mathieu Gorgelin,FRA,GK,32,Le Havre,Ligue 1,1.0,21,15,21,0,0,0,21,0,0,0.0,0,0.0,16,66,38,0,0,0,0,0,13,0
Nolan Mbemba,CGO,MF,28,Le Havre,Ligue 1,0.2,40,0,4,26,10,0,40,0,0,0.0,0,0.0,31,193,93,0,1,0,1,0,31,1
Simon Ebonog,CMR,MF,18,Le Havre,Ligue 1,0.2,24,2,5,18,1,0,24,0,0,0.0,0,0.0,16,71,20,0,0,0,0,0,17,0
Alois Confais,FRA,"MF,FW",26,Le Havre,Ligue 1,0.1,11,0,1,9,1,0,11,0,0,0.0,0,0.0,6,35,12,0,0,0,0,0,4,0
Alexandre Oukidja,ALG,GK,35,Metz,Ligue 1,33.2,1112,908,1105,7,0,0,1112,3,3,100.0,0,0.0,613,4392,2557,1,0,0,0,0,306,0
Matthieu Udol,FRA,DF,27,Metz,Ligue 1,30.0,1655,131,607,747,319,38,1655,40,20,50.0,18,45.0,942,5354,2508,46,40,2,27,11,819,86
Danley Jean-Jacques,HAI,MF,23,Metz,Ligue 1,29.8,1029,66,262,578,205,29,1029,27,14,51.9,12,44.4,666,3763,1481,35,28,8,31,13,577,53
Lamine Camara,SEN,MF,19,Metz,Ligue 1,25.1,1308,52,278,744,321,10,1307,58,23,39.7,31,53.4,864,5917,2315,23,35,3,56,28,742,69
Ismaël Traoré,CIV,DF,36,Metz,Ligue 1,24.7,986,157,573,399,22,12,986,6,4,66.7,2,33.3,667,3070,1079,1,2,0,9,3,577,1
Maxime Colin,FRA,DF,31,Metz,Ligue 1,20.4,1130,83,360,543,237,8,1130,23,11,47.8,11,47.8,559,3364,1353,23,13,3,18,12,494,22
Kévin Van Den Kerkhof,ALG,"FW,MF",27,Metz,Ligue 1,21.3,782,33,156,274,381,42,782,72,31,43.1,40,55.6,525,4446,1886,65,62,11,52,35,476,145
Fali Candé,GNB,DF,25,Metz,Ligue 1,20.5,1036,172,583,404,58,9,1036,11,7,63.6,3,27.3,667,3640,1619,4,12,1,9,2,593,3
Georges Mikautadze,GEO,FW,22,Metz,Ligue 1,19.4,669,4,44,343,304,78,666,98,42,42.9,52,53.1,467,3591,1583,52,35,24,44,25,441,95
Christophe Hérelle,MTQ,DF,30,Metz,Ligue 1,18.0,776,105,377,388,20,4,776,9,5,55.6,3,33.3,504,2734,1397,1,3,0,9,1,436,1
Kévin N'Doram,FRA,MF,27,Metz,Ligue 1,17.8,771,48,226,470,83,8,771,12,4,33.3,6,50.0,482,2462,1006,12,11,0,15,8,445,3
Cheikh Tidiane Sabaly,SEN,"FW,MF",24,Metz,Ligue 1,15.3,571,23,117,258,215,45,571,69,31,44.9,36,52.2,411,3102,1300,37,32,14,34,19,357,75
Arthur Atta,FRA,"MF,FW",20,Metz,Ligue 1,10.3,544,33,138,291,121,16,544,29,12,41.4,16,55.2,364,2198,921,16,15,2,17,16,340,22
Ablie Jallow,GAM,"MF,FW",24,Metz,Ligue 1,10.2,419,4,56,226,151,15,418,38,16,42.1,21,55.3,324,2436,1153,29,27,3,21,14,304,53
Koffi Kouao,CIV,DF,25,Metz,Ligue 1,9.6,511,52,188,231,100,8,511,10,8,80.0,2,20.0,293,1742,705,10,11,3,17,3,252,29
Joel Asoro,SWE,"FW,MF",24,Metz,Ligue 1,9.4,263,7,59,111,101,11,263,35,12,34.3,19,54.3,178,1286,475,14,13,0,26,17,167,43
Papa Amadou Diallo,SEN,FW,19,Metz,Ligue 1,9.9,405,18,97,177,146,24,405,43,16,37.2,25,58.1,259,1839,806,25,18,5,28,9,236,65
Sadibou Sané,SEN,DF,19,Metz,Ligue 1,9.4,441,79,238,172,34,9,441,3,3,100.0,0,0.0,248,1652,829,8,3,1,4,0,224,8
Simon Elisor,FRA,FW,24,Metz,Ligue 1,8.5,260,9,28,121,117,33,259,18,5,27.8,12,66.7,167,1041,193,9,8,5,28,23,194,43
Joseph Nduquidi,FRA,"MF,DF",18,Metz,Ligue 1,8.3,289,21,82,172,43,7,289,5,1,20.0,4,80.0,177,1094,542,6,12,1,12,4,153,4
Didier Lamkel Zé,CMR,"FW,MF",26,Metz,Ligue 1,6.1,262,15,45,134,89,15,262,17,6,35.3,11,64.7,192,1239,542,15,19,4,11,7,190,23
Oscar Estupiñan,COL,FW,26,Metz,Ligue 1,2.9,88,0,6,52,30,9,88,2,1,50.0,1,50.0,54,312,105,5,3,0,3,4,62,8
Abou Lô,SEN,"MF,DF",23,Metz,Ligue 1,2.2,99,15,49,42,8,2,99,3,2,66.7,1,33.3,66,377,79,0,2,0,2,0,58,2
Youssef Maziz,FRA,"FW,MF",25,Metz,Ligue 1,1.4,53,2,9,30,15,2,53,3,2,66.7,1,33.3,40,238,102,2,3,0,3,1,37,2
Benjamin Tetteh,GHA,"FW,MF",26,Metz,Ligue 1,3.1,112,1,11,68,34,7,112,9,4,44.4,5,55.6,75,466,118,3,4,1,15,2,79,13
Malick Mbaye,SEN,"MF,FW",19,Metz,Ligue 1,1.7,78,2,5,40,37,4,78,1,1,100.0,0,0.0,57,432,159,8,5,2,5,2,55,20
Habib Maïga,CIV,"MF,FW",27,Metz,Ligue 1,1.6,82,5,26,44,14,2,82,0,0,0.0,0,0.0,46,263,111,1,2,0,2,2,42,1
Jean Frederic N'Guessan,CIV,"MF,FW",20,Metz,Ligue 1,1.2,59,1,4,42,15,1,59,4,3,75.0,0,0.0,42,232,88,1,2,0,1,2,36,2
Ibou Sané,SEN,"MF,FW",18,Metz,Ligue 1,1.4,77,2,13,28,38,3,77,7,3,42.9,4,57.1,48,330,167,6,2,3,8,4,38,8
Guillaume Dietsch,FRA,GK,22,Metz,Ligue 1,0.8,28,19,28,0,0,0,28,0,0,0.0,0,0.0,12,72,49,0,0,0,0,0,9,0
Yvon Mvogo,SUI,GK,29,Lorient,Ligue 1,34.0,1239,1056,1235,4,0,0,1239,1,1,100.0,0,0.0,875,4776,2834,0,0,0,0,0,577,0
Laurent Abergel,FRA,MF,30,Lorient,Ligue 1,31.8,2164,105,553,1288,349,10,2164,65,44,67.7,18,27.7,1649,8707,3892,38,49,3,32,30,1502,51
Julien Ponceau,FRA,MF,22,Lorient,Ligue 1,24.9,1471,30,233,771,499,52,1471,85,42,49.4,38,44.7,1139,8029,3775,106,93,14,47,41,1058,152
Montassar Talbi,TUN,DF,25,Lorient,Ligue 1,24.5,1453,207,760,654,52,12,1453,15,10,66.7,5,33.3,1034,6757,3816,15,12,0,23,4,935,7
Souleymane Touré,FRA,DF,20,Lorient,Ligue 1,22.8,1537,220,676,727,140,40,1537,14,11,78.6,3,21.4,1086,5950,3186,24,21,4,17,12,1025,25
Julien Laporte,FRA,DF,29,Lorient,Ligue 1,20.2,1234,238,656,550,32,16,1234,2,1,50.0,1,50.0,876,4611,2433,5,3,1,1,2,819,3
Romain Faivre,FRA,"MF,FW",25,Lorient,Ligue 1,16.1,798,10,117,365,335,40,798,93,44,47.3,43,46.2,657,5115,2142,68,48,11,37,17,599,78
Théo Le Bris,FRA,"DF,MF",20,Lorient,Ligue 1,16.8,876,49,248,320,317,34,876,35,16,45.7,17,48.6,597,3700,1724,56,38,8,30,7,551,117
Tiemoué Bakayoko,FRA,MF,28,Lorient,Ligue 1,14.6,785,39,209,491,94,15,785,15,5,33.3,10,66.7,581,3428,1264,14,21,1,23,15,525,15
Nathaniel Adjei,GHA,DF,20,Lorient,Ligue 1,13.8,811,94,374,397,46,10,811,5,4,80.0,1,20.0,554,3506,1609,10,12,0,12,5,511,4
Mohamed Bamba,CIV,FW,21,Lorient,Ligue 1,12.6,405,9,32,195,187,76,404,29,11,37.9,17,58.6,278,1675,762,25,22,13,31,25,281,69
